@ident;@phi;@lambda;@alt;@theta;@length;@width;@number;@designator;Vasi.PRIMARY.@biasZ;Vasi.PRIMARY.@pitch;Vasi.SECONDARY.@biasZ;Vasi.SECONDARY.@pitch;OffsetThreshold.PRIMARY.@length;OffsetThreshold.SECONDARY.@length;RunwayDeformation.0;RunwayDeformation.
GCRR;0.5051939592876339;-0.2374559940352775;10.0584;0.4683560329931948;2388.696;39.482;3;;794.133;0.0523598775598298;792.53;0.0523598775598298;;;5.459;14.3256
GCTS;0.4894691991453991;-0.2892438089884989;60.502;4.335937866824482;3196.884;64.52;25;;1135.0;0.0523598775598298;1175.239;0.0523598775598298;;;63.7032;57.302400000000006
GCXO;0.4971162757111184;-0.2852134891856923;620.115;1.9319187371336144;3398.565;45.242;12;;1294.466;0.0523598775598298;1277.603;0.0523598775598298;;;628.4976;611.7336
GEML;0.6157606698863632;-0.0516049228855088;43.738;2.554839139008079;1488.579;42.097;15;;288.787;0.0523598775598298;606.669;0.0523598775598298;292.3032;;48.619;40.2336
GFBO;0.1386683487104683;-0.2052620513064346;98.6;0.4783718492518596;1335.6336;11.0;3;;;;;;;;104.508;92.693
GFKE;0.1378186156699621;-0.1950239186071128;147.828;0.5746805485468932;1158.603;25.0;4;;;;;;;;149.521;146.135
GFLL;0.1503820625079514;-0.2302968942757509;26.8224;1.870266377570316;3320.874;43.444;12;;1355.637;0.0523598775598298;1236.427;0.0523598775598298;;119.209;26.2128;27.432
GGOV;0.2076049341159554;-0.2732080968310074;33.07;0.3242877251675677;3194.366;43.771;3;;1292.383;0.0523598775598298;1292.383;0.0523598775598298;;;39.0144;27.1272
GLMR;0.1097650373429632;-0.1877772544230336;5.334;0.6699464659737381;1852.0;28.611;5;;;;556.847;0.0523598775598298;71.422;61.934;5.334;5.334
GLRB;0.1088001024295509;-0.180857168169855;8.2296;3.681496120527298;3356.407;42.403;22;;1007.892;0.0436332312998582;1373.404;0.0453785605518525;365.511;;7.471;8.8392
GMAD;0.5292296389615978;-0.164262285810204;68.58;1.5984717683976752;3190.032;40.922;9;;1290.2184;0.0523598775598298;1290.2184;0.0523598775598298;;;60.0456;77.1144
GMAT;0.4965154903659973;-0.1948017423125784;195.9864;0.4842805218081462;1997.932;30.0;3;;;;;;;;198.218;194.547
GMFB;0.5674820384532925;-0.0346021399542093;1110.538;4.711609690873675;3188.437;40.543;27;;;;;;;;1121.9688;1099.1088
GMFB;0.5675138715506973;-0.0343816489413021;1110.538;4.712157898791726;827.21;32.397;27;R;;;;;;;1110.538;1110.538
GMFF;0.5921430336827307;-0.086879685264761;571.5;1.5750784223014946;3190.308;41.529;9;;1290.354;0.0523598775598298;;;;217.678;566.0136;577.8
GMFK;0.5576010508704983;-0.0768059299419405;1034.947;2.184762316942005;3186.478;43.679;13;;;;;;;;1044.8544;1025.0424
GMFM;0.591391918875784;-0.09634251039322;562.9656;1.3459977446051017;1957.832;44.328;8;;;;;;;;552.9072;552.9072
GMFM;0.5912086035371072;-0.0961727728848762;562.9656;1.4473392404246013;2812.772;46.353;9;;;;;;153.641;;569.633;576.072
GMFO;0.6071509171527459;-0.0335794860956188;457.733;1.0073563967625476;3005.838;45.0;6;;1189.883;0.0558505360638185;;;;;468.019;455.463
GMFO;0.6073931588316557;-0.0338568631656776;457.733;5.426465485629866;3001.51;45.0;31;;;;1195.596;0.0593411945678072;;;455.0664;452.9328
GMMA;0.4665668128490818;-0.2039213941674454;176.152;2.643525252421368;2993.485;31.0;17;;;;;;;;172.047;185.581
GMME;0.5943097616499332;-0.1178364206189507;78.0288;0.5466766010723041;3495.067;43.0;3;;887.084;0.0523598775598298;873.767;0.0523598775598298;;;84.813;73.855
GMMH;0.4139636960952679;-0.2780642904557261;9.4488;0.398202768055378;2998.381;44.0;3;;;;;;;;10.9728;7.9248
GMMI;0.547981890513859;-0.1689833058043983;115.062;2.771628928859248;2087.633;41.777;16;;;;739.017;0.0523598775598298;;;102.108;128.01600000000002
GMML;0.4737149290196693;-0.2309340087531738;67.513;3.429594145850358;2700.534;42.15;20;;1125.3216;0.0523598775598298;1125.3216;0.0523598775598298;;;71.383;67.9704
GMML;0.4737761843254844;-0.2307202978779247;67.513;3.695247569703761;2498.554;45.0;22;;1023.8232;0.0523598775598298;1023.8232;0.0523598775598298;;;67.056;67.9704
GMMN;0.5823797817469559;-0.1324357422783457;196.977;2.862946126119918;3704.0;39.352;17;L;1548.557;0.0471238898038469;;;;;192.9384;199.9488
GMMN;0.5823638534949088;-0.1325045189336456;196.977;2.8628396610355464;3704.0;43.11;17;R;1548.461;0.0523598775598298;;;;;195.072;199.9488
GMMW;0.6106783110771473;-0.0528458831326746;177.546;4.504740177957916;3000.319;42.091;26;;1195.143;0.0488692190558412;1198.711;0.0558505360638185;;;174.04080000000002;181.0512
GMMX;0.5516441596334964;-0.1402587337678182;464.8200000000001;1.673707746276565;3099.571;44.753;10;;1118.197;0.0523598775598298;1095.812;0.0523598775598298;;;458.7240000000001;470.916
GMMY;0.5986744479594946;-0.1151914569294059;4.368;4.237820517732192;2441.036;41.273;25;;;;;;;;3.6576;4.8768
GMMY;0.5985876442523432;-0.115040436970247;4.368;3.47065755435958;1852.0;37.016;21;;;;;;;;3.9624;3.9624
GMMY;0.5986701820903755;-0.1150805248267338;4.368;4.712387235055438;1827.8856;39.259;27;;;;;;;;4.368;4.368
GMMZ;0.5399889976692179;-0.1205928547650207;1142.0856;5.1807489578219945;2999.364;45.175;30;;1194.344;0.0523598775598298;1199.048;0.0523598775598298;;;1132.0;1153.0584
GMTA;0.6139594841854633;-0.0670128520323656;17.526;3.012757684195328;2496.817;41.987;17;;943.608;0.0523598775598298;;;;;6.096;28.956000000000003
GMTN;0.6212392571315125;-0.0928507707082466;3.2;0.951739996617884;2302.59;44.887;6;;;;;;244.913;;4.148;2.4384
GMTT;0.6236349142231035;-0.1033416644427468;12.4968;4.825757540079683;3500.142;42.154;28;;940.158;0.0523598775598298;1444.737;0.0523598775598298;504.578;;21.0312;6.096
GOBD;0.2560574831019618;-0.2979775313507107;80.01;6.27240650278512;3507.759;57.526;1;;1370.428;0.0523598775598298;1313.9928;0.0523598775598298;;;82.9056;77.1144
GOGG;0.2191377727221179;-0.284208327926215;21.488;4.6721975383697645;1986.418;30.489;28;;688.409;0.0471238898038469;;;;;24.0792;18.8976
GOGS;0.2163386486759374;-0.2923072842821604;11.8872;2.3633800107228056;1996.755;29.396;14;;;;693.578;0.0523598775598298;;;14.630400000000002;9.144
GOOK;0.246911254901988;-0.2801494987758796;7.9248;0.8818210421321475;1599.958;14.113;6;;;;;;;;7.9248;7.9248
GOOY;0.2572331016254778;-0.3054644183867502;19.5072;3.531343874181899;1493.506;27.785;21;;;;;;;;17.0688;18.8976
GOOY;0.2572936605822872;-0.305066777747231;19.5072;3.0126794934448387;3468.0144;42.316;18;;1285.291;0.0523598775598298;;;143.918;;18.8976;23.1648
GOSM;0.2721791621774633;-0.2325323423320877;25.908;5.333570161659544;1955.241;111.817;31;;;;;;;;22.97;28.846
GOSS;0.2801301394932973;-0.2873008743279477;3.048;3.012372315496487;1901.936;32.276;18;;;;;;;;3.048;3.048
GOTK;0.2194303095245928;-0.2132846784486762;165.5064;1.8140855379455576;1797.496;16.312;11;;;;;;;;176.017;155.0
GOTT;0.2397513768700432;-0.2382920731737105;49.225;0.8589274361606902;1987.83;14.544;6;;;;;;;;49.0728;49.3776
GQNO;0.3195382208609237;-0.2787039796689685;1.8288;2.6129216021193487;2980.677;69.276;16;;;;;;;;0.9144;1.8288
GQNO;0.3194678076879324;-0.2789182523047601;1.8288;4.00340255337003;2509.154;66.876;24;;;;;;;;1.8288;2.7432000000000003
GQPA;0.357910076391299;-0.2276452596797646;231.9528;0.5149991020414098;2987.942;25.214;3;;;;;;;;231.089;232.817
GQPP;0.3653486286139996;-0.2972276356421635;1.524;0.2500214871276712;2426.823;41.903;2;;;;;;;;0.9144;2.1336
GUCY;0.1671482857341611;-0.2375729416570916;18.5928;0.8617928653667369;3290.942;47.276;6;;;;;;;;20.7264;16.4592
GVAC;0.2921237212226888;-0.4005348922516858;54.864;6.276516404107716;3000.4512;41.865;1;;1195.4256;0.0523598775598298;1195.4256;0.0523598775598298;;;56.083200000000005;53.6448
GVAC;0.2921706106729655;-0.4005902412695755;54.864;4.15282071423204;1499.156;29.077;25;;;;444.778;0.0523598775598298;;;54.864;54.864
GVBA;0.2816484260960286;-0.3994814039810994;22.555200000000003;0.2897152834129755;2093.352;41.156;3;;;;;;;;17.3736;27.7368
GVMA;0.2645222957639576;-0.4051556067801359;12.4968;3.173931161168295;1198.329;29.43;19;;;;;;;;17.9832;7.010400000000001
GVNP;0.2607719882343098;-0.4098853652716572;96.774;3.5233061093776894;2096.24;45.407;21;;;;;;;201.532;99.06;94.0
GVSN;0.2895198031133335;-0.4238363060338615;179.984;3.086015436086837;1400.216;20.276;19;;;;;;;200.816;181.0512;178.586
GVSV;0.2938039177467611;-0.4372852903447077;19.659;4.073958361046526;1995.667;44.268;24;;;;545.545;0.0523598775598298;;147.488;30.7848;6.73
HAAB;0.1566809430301797;0.6771890155035257;2318.384;4.425034132611989;3797.743;42.54;25;L;;;;;358.215;361.701;2313.563;2321.835
HAAB;0.1567078665745105;0.6771620900086375;2318.384;4.425624577497939;3704.0;42.238;25;R;1177.615;0.0523598775598298;1543.083;0.0523598775598298;365.468;;2316.604;2321.472
HAAM;0.1054073028201145;0.6560821504893055;1184.909;3.7043021633301834;2798.361;43.622;21;;;;;;;;1182.9288;1186.8912
HAAX;0.2469114363038298;0.6767093188136617;2102.5104;2.8129324946735443;2398.087;43.694;16;;;;;;;;2097.9384;2107.0824
HABD;0.2026014792562628;0.6513858245522892;1821.942;0.7821713986763612;3112.983;45.808;4;;;;;;;;1840.992;1803.081
HADR;0.1679893934096719;0.7304929831496401;1130.5032;5.799654404285172;2699.232;41.136;33;;;;1043.691;0.0474729556542457;;;1132.085;1104.9
HAGM;0.1418715365818147;0.6032428212296259;541.781;3.1368024229247693;2516.479;45.586;18;;;;;;;;533.7048;549.8592
HAGN;0.2185098473207903;0.6533486627009483;1963.2168;2.96513428115956;2842.33;56.265;17;;;;;;;;1986.0768;1940.3568
HAGO;0.1035783275273808;0.7605818062679919;251.917;0.671395752478009;2293.903;33.492;4;;;;;;;;249.849;253.985
HAHM;0.1521324966548454;0.6807799839465372;1883.114;2.77924886184053;3093.678;42.988;16;;;;1242.039;0.0523598775598298;;;1886.563;1879.667
HAJJ;0.162880532376532;0.7489552901902629;1789.7856000000002;0.498851944120489;2500.373;44.045;3;;;;;;;;1795.5768;1783.9944
HAJM;0.1337170498061377;0.6426258398847183;1712.0616;5.320580897767425;3351.489;44.946;31;;;;;;;;1709.0136;1715.361
HAJM;0.1337961819708815;0.6425696560282448;1712.0616;5.320787021152086;1982.579;48.346;30;R;;;;;;;1712.0616;1712.0616
HAKD;0.1175065423448631;0.7721408174538712;526.0848;4.614320151445606;2176.191;48.897;26;;;;;;;;524.481;527.689
HAMK;0.2350492538763181;0.6899922014552304;2249.881;1.951694364756261;3591.541;43.881;11;;;;;;300.105;294.806;2255.916;2243.846
HASO;0.1748906684869085;0.6035718178517511;1557.984;2.0074378248704696;2497.777;42.794;11;;;;;;;;1571.8536;1544.1168
HBBA;-0.0580145911691587;0.5117055324941281;783.488;2.9856530699777064;3605.286;44.769;17;;1497.843;0.0558505360638185;1497.843;0.0523598775598298;;;786.9936;779.9832
HCMH;0.1661222125483801;0.7695101708559289;1362.302;4.107993328657967;2285.42;45.162;24;;;;;;;;1361.8464;1362.7608
HCMI;0.1813217031767455;0.7843687137967403;33.8328;3.9536833589684672;4063.615;42.522;23;;;;;;;;24.384;43.281600000000005
HCMK;-0.0065840500692559;0.741051444193828;15.5448;3.888327759798288;3704.0;38.162;22;;;;;;;;14.9352;16.154400000000003
HCMM;0.0351503928863826;0.790704303809971;6.248;4.017182800479151;3174.924;43.498;23;;1282.662;0.0436332312998582;1282.662;0.0436332312998582;;;8.5344;3.9624
HDAM;0.2015391139987713;0.7532749010679659;11.125;1.584691591101724;3150.663;41.275;9;;;;;;;223.174;14.9352;6.74
HEAL;0.5397336892060242;0.4967460911181108;43.129;5.426214158217579;3497.377;50.196;31;;;;;;;;42.672;43.586400000000005
HEAR;0.5423300411030736;0.5905470485749733;33.8328;2.7414521860922663;3006.777;45.0;16;;1198.589;0.0523598775598298;1198.589;0.0523598775598298;;;30.7848;36.8808
HEAT;0.4720504793458023;0.5412616271669637;229.971;2.268138091573176;3005.869;42.376;13;;1198.134;0.0523598775598298;1198.134;0.0523598775598298;;;224.6376;235.3056
HEAZ;0.5252040980245167;0.5473341572017381;79.781;0.7988272502610683;1134.114;50.193;5;;;;;;;;81.3816;79.8576
HEAZ;0.5252164274980888;0.5473313874101746;79.781;3.157211779598816;2044.415;39.297;18;;769.134;0.0506145483078355;581.426;0.0680678408277788;;174.628;68.2752;89.61120000000001
HEBA;0.5395966020786522;0.5182612858266161;46.405;2.4963510613786477;3012.344;25.0;14;R;1201.372;0.0523598775598298;1201.372;0.0523598775598298;;;52.4256;38.7096
HEBL;0.3905340097547874;0.5517287787163162;187.7568;2.6194650160180006;2999.988;43.151;15;;1195.194;0.0523598775598298;1195.194;0.0523598775598298;;;187.7568;187.7568
HEBL;0.3905139970354629;0.5516913982335546;187.7568;2.618369123780673;2999.0;43.37;15;R;1194.696;0.0523598775598298;1194.696;0.0523598775598298;;;187.7568;187.7568
HECA;0.5255443961764436;0.5482768850187071;104.698;3.9973963518151416;3999.178;60.281;23;C;1603.248;0.0523598775598298;1615.207;0.0523598775598298;;;114.3;116.4336
HECA;0.5255002921221898;0.5486403440896648;104.698;3.9977822441127575;3996.946;60.24;23;L;1502.13;0.0523598775598298;1527.321;0.0523598775598298;;;142.3416;136.5504
HECA;0.5258574430903898;0.5479154857364049;104.698;4.00203735682912;3301.389;57.762;23;R;1258.323;0.0523598775598298;1228.786;0.0523598775598298;;;60.6552;57.912000000000006
HEGN;0.4743617143608749;0.5899453796273324;20.7264;2.867579451685187;4013.4;47.659;16;L;1404.439;0.0523598775598298;1701.9;0.0523598775598298;297.46;;15.611;10.668
HEGN;0.4747313235394379;0.5896818203061716;20.7264;1.7425002478097718;2062.327;18.357;8;;726.363;0.0523598775598298;726.363;0.0523598775598298;;;20.7264;20.7264
HEGN;0.474606565885638;0.5896955834394614;20.7264;2.214495152667035;2764.435;33.941;13;;1077.418;0.0523598775598298;1077.418;0.0523598775598298;;;20.7264;20.7264
HEGR;0.5423231653881011;0.5959901025152561;92.43;1.3166549201547229;2631.074;28.44;8;;;;;;270.646;159.78;94.1832;98.7552
HEGR;0.5425242112938986;0.5955795413832606;92.43;2.889870098759958;2397.142;49.14;17;;;;;;;;84.73440000000001;92.0496
HEGS;0.5379450377872274;0.5269684025853597;5.71;2.166211735921333;3201.083;42.821;12;;1215.397;0.0523598775598298;1061.466;0.0523598775598298;80.345;234.275;5.156;6.266
HEGS;0.5378600188401327;0.5269174228161334;5.71;1.9679427517737973;3135.739;41.49;11;;1170.195;0.0523598775598298;1110.669;0.0523598775598298;92.874;152.4;3.439;7.983
HEIS;0.5310321881021476;0.5643581700002038;10.326;3.143210748339317;593.068;44.467;18;;;;;;;;11.203;9.4488
HEIS;0.5309812375912829;0.5644022682027853;10.326;1.583211447176278;431.695;43.11;9;;;;;;;;10.4;10.254
HELX;0.4480441458085085;0.5708343952047882;86.25840000000001;0.3949527206420693;2990.908;44.871;2;;1190.654;0.0523598775598298;1190.654;0.0523598775598298;;;89.61120000000001;82.9056
HEMA;0.4460738350743006;0.6035895523199867;73.152;5.758196376832074;3227.811;45.0;33;;1309.106;0.0523598775598298;;;;;71.0184;75.2856
HEMM;0.5467326286942327;0.4751090021741261;26.365;2.615899831954952;2999.188;38.454;15;;;;;;;;24.9936;28.041600000000003
HEMM;0.5467920758333018;0.475227713099865;26.365;1.0435801817889143;2896.229;37.533;6;;;;;;;;28.956000000000003;23.4696
HEPS;0.5459288254297432;0.5626945005493125;1.981;1.847677191926992;2345.138;42.505;10;;867.769;0.0523598775598298;867.769;0.0523598775598298;;;2.4384;1.524
HESC;0.5006507326040064;0.5945051821480767;1320.85;2.9941050014134136;2115.145;33.498;17;;;;;;;;1310.3352;1331.3664
HESG;0.4597672164300266;0.5540176174308739;90.8304;5.746952442191951;2986.259;44.577;33;;;;;;;;92.6592;89.00160000000001
HESH;0.48832150480218;0.6002756488578439;36.8808;0.7445663077200887;3069.662;43.984;4;L;1230.031;0.0523598775598298;1230.031;0.0523598775598298;;;40.8432;36.2712
HESH;0.4882733572423552;0.6003343216256096;36.8808;0.7447485724538743;3068.075;41.784;4;R;1229.237;0.0523598775598298;1229.237;0.0523598775598298;;;34.7472;35.6616
HESN;0.4182568632657701;0.5728163800252686;194.4624;6.125226901221718;3390.527;41.622;35;;1390.464;0.0523598775598298;1390.464;0.0523598775598298;;;194.4624;194.4624
HESX;0.525601485091569;0.5396947521784264;158.14;1.8553068114856224;2799.667;43.591;10;;;;;;;;152.7048;168.55440000000002
HESX;0.5256807752514652;0.5395634718605504;158.14;2.892465926956449;2977.925;59.019;16;L;;;;;;;154.8384;165.2016
HETB;0.5164064714994877;0.6069935715358123;740.3592;3.871346753373933;3988.289;41.889;22;;1689.345;0.0523598775598298;1689.345;0.0523598775598298;;;731.8248;748.8936
HETB;0.5168011902039633;0.606934945581425;740.3592;5.513745910863599;2999.31;31.36;32;;1194.855;0.0523598775598298;1194.855;0.0523598775598298;;;740.3592;740.3592
HHAS;0.2668227637019668;0.6790713424433317;2327.604;4.437204662551996;2999.416;44.486;25;;1194.908;0.0523598775598298;1194.908;0.0523598775598298;;;2327.604;2327.604
HHAS;0.2669624548235198;0.6791852940089195;2327.604;5.221980092472333;1914.867;42.531;30;;;;652.634;0.0523598775598298;;;2327.604;2327.604
HHMS;0.2734926226940802;0.687138153612682;50.444;4.450456773029464;3601.513;54.79;25;;;;;;;;41.7576;59.1312
HHSB;0.2281448598577365;0.7442973044102681;14.0208;2.1005561146527354;3491.878;44.086;12;;;;;;;;14.0208;14.0208
HJJJ;0.0850328565197879;0.5515435849908256;445.6176;5.417582283335991;2399.494;43.258;31;;;;;;;;445.008;446.2272
HKAM;-0.0461595068201675;0.6501835867714028;1143.0;1.45347302554781;1184.244;14.069;8;;;;;;;;1143.568;1142.432
HKAM;-0.046179484429458;0.6501868871145896;1143.0;1.3721968820067885;1016.69;18.823;8;R;;;;;;;1142.481;1143.519
HKEL;0.0070513061037739;0.6149966384880554;2101.138;1.3722064813176746;3485.469;40.963;8;;1437.935;0.0523598775598298;1294.687;0.0523598775598298;;143.247;2085.4416;2116.836
HKJK;-0.0229791251270833;0.6445727926935939;1617.116;0.9383291484449476;4115.623;47.117;6;;1614.771;0.0523598775598298;1707.586;0.0523598775598298;;;1624.584;1609.6488000000002
HKKI;-0.0014965183817117;0.606139110344074;1147.724;1.0752009576191188;1937.476;42.275;6;;472.139;0.0523598775598298;515.136;0.0523598775598298;191.799;148.803;1136.884;1157.662
HKKT;0.0169651274199391;0.610142067727126;1827.123;3.8306182735481697;1451.233;16.285;22;;;;;;;;1827.8856;1826.3616
HKLK;0.073374809681057;0.5994892231095786;640.3848;1.6014072376666046;1786.611;19.069;9;;;;;;;;644.652;636.1176
HKLO;0.0544888415646785;0.6214892249684382;522.732;1.4419126627143006;1001.32;15.343;9;R;;;;;;;522.732;522.732
HKLU;-0.0393030028878288;0.7140963164369425;5.41;1.2836161864803204;952.027;19.705;8;;;;;;;;5.486400000000001;5.486400000000001
HKLU;-0.0392752367026843;0.714050298885841;5.41;5.815022901013608;1002.173;14.096;33;;;;;;;;5.486400000000001;5.1816
HKML;-0.0563790546082103;0.6998213802818868;24.307;4.489849028779901;1094.052;16.331;26;;;;;;;;24.0792;26.8224
HKML;-0.0562531558783086;0.6998858032929828;24.307;6.081831209233056;1391.921;30.606;35;;391.161;0.0523598775598298;391.161;0.0523598775598298;;;23.1648;23.1648
HKMO;-0.0702717556264003;0.6911345181115902;58.674;0.5090564479245868;3337.663;41.922;3;;1364.032;0.0523598775598298;1364.032;0.0523598775598298;;;57.912000000000006;60.96
HKMO;-0.0704270648613676;0.6910536714068575;58.674;5.767726747212589;1396.925;31.66;33;;;;;;;;59.436;56.388000000000005
HKNW;-0.0230873693616044;0.642499623213954;1676.7048;1.2341430835032892;1450.604;19.893;7;;420.502;0.0523598775598298;;;;;1690.4208;1669.6944
HKNW;-0.0231087806306125;0.6425761084722531;1676.7048;2.348139272095615;1547.845;23.643;14;;274.575;0.0523598775598298;469.123;0.0523598775598298;194.547;;1681.577;1666.9512
HKNY;-0.0010853623296975;0.6464931711079203;1905.0;3.6508840926448687;1197.554;12.395;21;;;;;;;;1908.724;1901.276
HKRE;-0.0222911206060762;0.6433685497396603;1614.5256000000002;4.139187423845937;2439.186;43.78;24;;;;914.793;0.0523598775598298;;;1602.6384;1626.4128
HKRE;-0.0222978909909471;0.643325660882691;1614.5256000000002;5.567045822758553;1272.664;47.398;32;;;;;;;;1614.5256000000002;1614.5256000000002
HKWJ;0.0302483592112895;0.6997281280318419;228.6;2.554719758487243;2801.26;38.173;15;;;;;;;;230.7336;226.4664
HLGD;0.5420958571769445;0.2896204538277445;80.4672;3.1293250833433754;3600.047;44.248;18;;;;;;;;78.6384;82.296
HLGD;0.5420521568880806;0.2897647092537048;80.4672;2.3462454153242764;3589.517;42.583;13;;;;;;;;80.4672;80.4672
HLGT;0.4387029808486362;0.1770935363823413;696.239;2.9940109281667318;3704.0;36.925;17;R;1547.247;0.0436332312998582;1547.247;0.0523598775598298;;;696.239;696.239
HLGT;0.4387069131724332;0.1770493913663814;696.239;2.993878457676505;3704.0;44.836;17;;1551.957;0.0436332312998582;1551.957;0.0523598775598298;;;699.8208000000001;685.4952000000001
HLGT;0.4389160460893731;0.177105863905356;696.239;1.0630681791508323;2121.814;25.0;6;;;;;;;;699.8208000000001;699.8208000000001
HLKF;0.4219947067333825;0.4069260263385502;398.0688;3.4050061218811867;3652.576;42.417;20;;;;;;;;416.6616;413.004
HLKF;0.4220044088060841;0.4068865548582141;398.0688;3.405234934546124;3650.31;26.201;20;R;;;;;;;382.8288;379.7808
HLLB;0.5601831715004726;0.353746324805761;123.291;5.764313581327389;3587.755;40.847;33;L;1489.078;0.0523598775598298;1489.078;0.0523598775598298;;;131.9784;114.6048
HLLB;0.5602071867636619;0.3537951511595747;123.291;5.764040611832377;3587.534;40.694;33;R;1488.967;0.0523598775598298;1488.967;0.0436332312998582;;;131.9784;114.6048
HLLM;0.5740703602433399;0.231913133971955;8.5344;1.8378568350912576;3360.962;43.103;10;;1375.681;0.0523598775598298;1375.681;0.0541052068118242;;;9.144;7.9248
HLLQ;0.5723066896136647;0.3831487623657803;656.386;1.7914062933128303;3598.979;49.028;10;;;;;;;;657.4536;657.4536
HLLQ;0.5722481728904941;0.3833353136792484;656.386;3.653798967028624;1893.28;49.622;21;;;;;;;;660.8064;649.8336
HLLS;0.4711257863829145;0.2524567404156235;431.063;2.317665474289944;3591.554;36.602;13;;;;1490.977;0.0436332312998582;;;428.244;434.9496
HLLS;0.4711571220881723;0.2524730392735839;431.063;2.317057925177325;3416.421;25.0;13;L;1403.411;0.0436332312998582;1403.411;0.0436332312998582;;;431.063;431.063
HLLS;0.4709715245972918;0.2525109034945902;431.063;4.206775822728193;1705.618;25.0;24;;187.325;0.0436332312998582;548.0;0.0436332312998582;360.685;;431.5968;429.4632
HLMB;0.530208875362153;0.3416659998364988;15.24;2.5517134288506824;2203.527;27.487;15;;;;;;;190.573;15.24;15.24
HLTD;0.526135848104219;0.1695438413967652;347.243;3.28899967155473;1983.275;40.649;19;;;;;;;;351.73920000000004;357.53040000000004
HLTD;0.5261592899035211;0.1693698750798937;347.243;4.229287079420415;3587.43;43.041;24;;;;;;;;341.37600000000003;338.32800000000003
HRYG;-0.0292733243114579;0.5106634354789855;1547.1648;0.1685893286048139;1013.264;20.852;1;;;;;;;;1539.5448;1554.7848
HRYR;-0.034359802697985;0.5260359581072092;1486.2048;1.7443004676667415;3552.637;43.443;10;;1471.519;0.0523598775598298;1192.96;0.0523598775598298;;278.558;1486.859;1485.511
HRZA;-0.0429732946502129;0.5045391688586985;1588.465;3.43058078047651;1486.526;37.589;20;;;;;;;;1587.7032000000002;1589.2272
HSDN;0.3342983152666728;0.5311050043619038;235.3056;6.1911842899179845;2988.254;41.925;35;;1189.3296;0.0523598775598298;1189.3296;0.0523598775598298;;;235.6104;235.0008
HSFS;0.2376264825082353;0.4420008877892216;729.3864;4.047232832342438;2970.0;47.26;23;;;;;;;;732.1296;726.6432000000001
HSFS;0.2375938243250338;0.4421686513334371;729.3864;3.201926591436135;2048.457;25.0;18;;;;;;;;729.3864;729.3864
HSKA;0.2685344539264495;0.6340459462843777;508.7112;3.523038899469209;2483.5104;40.455;20;;;;;;;;508.1016;509.3208
HSMN;0.3218928869879336;0.5557763258424242;266.852;0.4055953195417102;4006.583;58.888;2;;;;;;;;266.7;267.0048
HSNN;0.2103731671839741;0.4355658583577494;637.794;0.7199633611858131;2995.929;42.0624;4;;;;;;;;638.556;637.032
HSOB;0.229565891666558;0.5276609050918212;583.3872;3.2867883393924533;2986.354;45.632;19;;;;;;;;579.12;587.6544
HSPN;0.3391807926528823;0.6498571804895567;41.148;6.064727331629362;2497.681;42.735;34;;;;;;;;41.148;41.148
HSSG;0.2352305620913901;0.3933545002071548;802.081;3.8716279259164303;3186.375;60.519;22;;;;;;;;800.4048;803.7576
HSSK;0.2720887187301307;0.5681598298555487;384.6576;3.1326907762729213;2980.875;43.281600000000005;18;;;;;;;;385.2672;384.048
HSSM;0.166835572365537;0.5524358479857321;399.486;0.768342683773912;2004.113;37.768;4;;;;;;;;403.35;395.623
HSWW;0.1348399623170939;0.4882788227042994;468.352;4.7193409758612335;2130.35;12.095;27;;;;;;;;463.157;473.548
HTAR;-0.0587589472945791;0.6392402729422659;1390.344;1.6150652070083311;1680.772;27.635;9;;;;;;;;1383.792;1396.8984
HTDA;-0.1199515992541547;0.6843088934540684;52.7304;0.7825602580337055;3152.518;42.268;5;;;;;;;;53.6448;50.292
HTDA;-0.1200213862982081;0.6841908223111696;52.7304;2.3587864786644817;987.881;25.627;14;;;;;;;;55.473600000000005;51.5112
HTDO;-0.1076954880979302;0.6240404370652337;1121.816;1.5977349602006534;2506.0;29.355;9;;;;;;;;1123.7976;1119.8352
HTGW;-0.1556834318569783;0.5807429227080638;1333.8048;1.5724905178998074;3354.731;41.883;9;;;;;;;;1323.7464;1343.8632
HTIR;-0.1338430421627965;0.6239901360899962;1411.5288;0.2237933598071087;1676.015;32.256;2;;;;;;;;1430.1216000000002;1392.936
HTKJ;-0.0598548367827751;0.6470701694050726;889.253;1.527210044851917;3590.349;45.0;9;;1305.218;0.0523598775598298;1392.697;0.0523598775598298;;;893.6736000000001;884.8344000000001
HTLM;-0.0589177792362813;0.6251503588636461;1237.03;2.073372087954148;1233.789;25.0;12;;;;;;;;1241.4504000000002;1232.6112
HTMT;-0.1804502194702368;0.7013058013063617;110.6424;0.0688542949153737;2257.643;29.92;1;;;;;;;;113.0808;108.204
HTMT;-0.1803974081275753;0.7013186047653915;110.6424;4.5355277859630965;1168.095;30.08;26;;;;;;;;110.6424;110.6424
HTMW;-0.0426828176363936;0.5748197741641997;1138.7328;2.03306004368791;3446.933;39.615;12;;1418.667;0.0523598775598298;985.1136;0.0523598775598298;;433.555;1136.904;1140.5616
HTPE;-0.0917560359500545;0.6948404836189764;18.288;0.3894301149163238;1515.314;28.78;2;;;;;;;;17.3736;19.2024
HTTG;-0.0888786457866332;0.6819202408142411;33.985;4.210367710328796;1258.471;28.028;24;;;;;;;;31.0896;39.0144
