@ident;@phi;@lambda;@alt;@theta;@length;@width;@number;@designator;Vasi.PRIMARY.@biasZ;Vasi.PRIMARY.@pitch;Vasi.SECONDARY.@biasZ;Vasi.SECONDARY.@pitch;OffsetThreshold.PRIMARY.@length;OffsetThreshold.SECONDARY.@length;RunwayDeformation.0;RunwayDeformation.
LIEO;0.7138163470760472;0.166114121636123;9.144;4.106819071137226;2443.949;43.832;23;;767.313;0.0523598775598298;690.248;0.0610865238198015;;;7.315200000000001;11.331
LIET;0.6967221668748275;0.1689829547040593;5.115;2.109925460956461;1433.117;26.413;12;;;;;;244.101;152.183;8.2296;2.0
LILE;0.7940480820098499;0.1414188004968729;273.7104;2.725177339883269;1500.02;30.437;16;;;;360.805;0.0523598775598298;91.0;150.44;280.416;266.365
LILI;0.7908076072824991;0.1469140825631428;127.1016;1.4426827019802806;572.36;30.289;8;;;;;;;;127.544;126.659
LILN;0.7983524258744776;0.1551261634483218;330.86;3.059116945253876;1472.484;19.353;17;;;;447.571;0.0523598775598298;;;336.898;324.822
LIMA;0.7869054488562235;0.132704209202023;283.54;4.911619536230319;1072.747;29.367;28;R;;;;;248.501;;278.29;287.4264
LIMA;0.7868807899090794;0.1327308616188698;283.54;4.91098615624477;776.972;39.8;28;L;;;;;;;283.54;283.54
LIMC;0.7963659762280193;0.1522530157473303;220.6752;6.091970524989591;3843.301;54.444;35;L;1226.355;0.0523598775598298;1466.985;0.0523598775598298;336.213;;209.752;232.86720000000005
LIMC;0.7964465010907745;0.1524151382794322;220.6752;6.091930906015571;3916.308;61.204;35;R;;;604.346;0.0558505360638185;;940.708;210.6168;232.292
LIME;0.7970518448886306;0.1694299756557048;239.42;1.830279139077874;2874.292;44.547;10;;881.357;0.0610865238198015;871.022;0.0523598775598298;216.212;131.751;238.764;229.386
LIME;0.7972006704706707;0.1694042907153478;239.42;2.120121779166368;843.036;18.826;12;;;;;;61.272;126.452;245.454;244.31
LIMF;0.7889017878288976;0.1335113888814395;291.9984;0.0445804267209033;3305.078;60.194;36;;879.072;0.0523598775598298;573.395;0.0523598775598298;348.259;726.135;282.381;304.09
LIMG;0.7688273158065607;0.1418500609444111;38.252;1.6233078734667248;1426.812;44.016;9;;394.489;0.0523598775598298;499.67;0.0523598775598298;87.499;;45.29;32.004000000000005
LIMJ;0.7751347456220444;0.1543191632201897;3.2;1.838310620696776;2919.98;43.558;10;;1107.198;0.0523598775598298;927.388;0.0553269372882202;;158.273;2.7432000000000003;3.711
LIML;0.7931693597846848;0.1619153126817336;105.156;3.065776947146561;2445.259;58.365;18;;799.966;0.0523598775598298;821.791;0.0523598775598298;;;107.5944;102.7176
LIML;0.7933453663846379;0.1617671093275166;105.156;3.0650606640215425;600.698;21.265;17;;;;;;;;105.156;105.156
LIMN;0.7946669958358092;0.1513037964752042;173.583;2.92500444926723;2989.643;30.705;17;;1134.0;0.0523598775598298;1175.875;0.0523598775598298;79.977;78.851;178.30800000000002;168.85920000000002
LIMP;0.7823771380853323;0.1797200712052022;46.482;0.3017929443834837;1731.153;44.0;2;;517.735;0.0523598775598298;517.347;0.0523598775598298;211.345;181.746;48.576;44.45
LIMR;0.7815473475440826;0.1533712157115139;185.0136;3.071181010109511;884.0;32.308800000000005;17;;;;;;;;181.467;188.56
LIMS;0.7839028855702678;0.1696911630990198;135.483;2.0744119551224864;2872.537;44.107;12;;932.17;0.0453785605518525;917.305;0.0453785605518525;157.381;241.676;138.749;131.964
LIMW;0.7982892102584364;0.1286001973391701;544.068;1.4779240411706995;1731.732;29.377;9;;638.353;0.0698131700797731;521.449;0.0872664625997164;61.442;166.19;547.4208;540.7152
LIMZ;0.7775004070413379;0.1330499103980559;378.5616;0.5667946273876072;2488.438;42.615;3;;630.552;0.0523598775598298;787.413;0.0523598775598298;211.419;174.046;386.1816;370.9416
LIPA;0.8033936532789769;0.2198497164345741;112.4712;0.8325842567358362;2603.628;43.231;5;;1074.374;0.0436332312998582;1069.219;0.0436332312998582;;;99.06;125.8824
LIPB;0.8108823250750732;0.197682817079002;236.5248;0.1778470611028749;1541.107;31.203;1;;537.764;0.0781907504893459;406.908;0.0781907504893459;125.504;188.964;234.696;239.5728
LIPB;0.810841515512334;0.1977034617789366;236.5248;0.1786237675265974;638.817;49.095;1;R;;;;;;;235.3056;237.286
LIPC;0.7718596933629721;0.214802118509479;4.2672;2.029671661478088;3049.0;45.196;11;;1088.342;0.0525344104850293;1126.672;0.0488692190558412;117.402;116.075;5.589;2.949
LIPE;0.7772954112567265;0.1970101166316615;36.576;2.0375038264964127;2875.858;44.53;12;;645.849;0.0523598775598298;765.765;0.0610865238198015;381.0;359.239;36.576;36.576
LIPH;0.7967160993377664;0.2128243390908371;16.764;1.2077388699144929;2452.818;44.201;7;;763.204;0.0523598775598298;751.385;0.0523598775598298;107.062;113.622;17.416;16.09
LIPI;0.8024929170625552;0.2277526027567489;51.968;1.031272381703238;2989.209;42.537;6;;1008.943;0.0401425727958695;;;220.444;221.063;49.3776;54.5592
LIPK;0.7713469639828782;0.2106708690625475;28.651200000000003;5.183478827305039;2554.554;45.338;30;;752.822;0.0523598775598298;884.955;0.0575958653158128;147.662;;27.28;29.8704
LIPL;0.7929396816462401;0.1792048353587992;98.298;2.354554753360096;2987.047;47.95;13;R;;;;;243.925;252.458;101.127;94.555
LIPO;0.7928783151586509;0.1803151784776183;104.5464;5.498436406263879;2989.075;44.171;32;;952.974;0.0523598775598298;859.358;0.0523598775598298;191.848;294.746;101.023;108.326
LIPQ;0.7998473818596807;0.2350380362204862;11.125;4.721030454577164;2997.655;44.893;27;;1177.528;0.0523598775598298;920.032;0.0523598775598298;;196.6;10.9728;11.299
LIPR;0.7683004663411659;0.2201137985051285;9.0;5.372043152492954;2962.344;44.143;31;;890.293;0.0523598775598298;862.93;0.0523598775598298;273.214;310.757;12.553;5.331
LIPS;0.7973444460595009;0.21096252421306;41.605;1.4307221351492885;2986.19;34.704;8;;;;;;286.149;286.734;41.438;41.773
LIPU;0.7923026393394423;0.2067763002552671;13.1064;0.6942599321982776;1261.069;30.124;4;;327.615;0.0523598775598298;;;112.285;314.442;13.456;12.638
LIPX;0.7923263971290496;0.1900725611860591;69.7992;3.936693451364928;3068.496;44.934;22;;;;1117.194;0.0523598775598298;408.06;58.724;73.41;66.934
LIPY;0.7612489612805332;0.233216465243791;11.5824;0.7817909867125965;2962.319;41.863;4;;948.42;0.0523598775598298;985.714;0.0523598775598298;194.651;149.069;14.739;8.513
LIPZ;0.7942018815133594;0.2155039290760394;1.981;3.8755891251867567;2774.606;42.073;22;R;979.169;0.0523598775598298;941.072;0.0523598775598298;;;1.524;2.1336
LIPZ;0.7942130816141741;0.2155792986154833;1.981;3.875232554420574;3314.233;43.818;22;L;1253.875;0.0523598775598298;1267.947;0.0523598775598298;;;2.1336;2.1336
LIQS;0.7549418357520101;0.1964376670344571;188.6712;3.1096449252308127;1388.836;29.015;18;;;;;;;;193.2432;184.0992
LIQW;0.7694585474027479;0.1743234483341981;7.9248;3.1523009466824794;1104.9;19.185;18;;;;;;255.56;199.783;13.81;4.572
LIRA;0.7295344597185298;0.2198227363240775;117.0432;2.666396221472427;2209.649;44.752;15;;765.357;0.0523598775598298;777.17;0.0610865238198015;;;103.9368;130.1496
LIRE;0.7269916447715092;0.2172028568031986;11.734;2.2700047212081835;2902.0;47.431;13;;855.656;0.0523598775598298;924.219;0.0523598775598298;301.21;206.986;11.935;11.554
LIRF;0.7295255651766079;0.2135131823515429;2.387;2.839282777588454;3901.3;59.179;16;R;1526.7432;0.0523598775598298;1623.576;0.0610865238198015;;;2.1336;2.4384
LIRF;0.7300573300467492;0.2141261099167219;2.387;2.839271432948316;3890.567;59.229;16;L;1510.386;0.0523598775598298;1517.694;0.0523598775598298;;;4.2672;1.8288
LIRF;0.7296287652695918;0.2138285016649056;2.387;4.357930760728862;3180.577;44.74;25;;1185.262;0.0523598775598298;854.951;0.0523598775598298;;293.586;1.524;2.221
LIRG;0.7328667998495862;0.2223663880602395;81.0;3.1560844714349523;1435.633;27.728;18;;;;594.901;0.0523598775598298;;;87.47760000000001;74.0664
LIRG;0.7328815343604806;0.2222877727932171;81.0;3.750657410131451;1195.283;58.489;21;;;;;;;;85.03920000000001;77.4192
LIRI;0.7089280999409331;0.2602334334737233;30.48;4.05381586521511;1646.725;45.034;23;;432.159;0.0654498469497873;576.542;0.0523598775598298;153.373;;37.469;24.6888
LIRJ;0.7463180741148661;0.1787181790799928;6.553;2.822772137397513;1179.749;21.089;16;;410.308;0.0523598775598298;308.349;0.0523598775598298;86.0;142.493;9.144;3.9624
LIRL;0.7250511541594293;0.2253071498842972;23.4696;5.315444742844656;1725.439;39.248;30;;521.065;0.0523598775598298;465.333;0.0523598775598298;110.769;;17.303;28.956000000000003
LIRM;0.7166299247528509;0.2457681073081594;6.324;1.052909106267164;2986.47;29.16;6;R;1084.526;0.0523598775598298;1062.407;0.0523598775598298;94.772;93.358;5.37;8.954
LIRM;0.7165585167955658;0.2455657798861244;6.324;1.0532965170012294;1403.218;29.597;6;L;;;;;;;4.8768;6.096
LIRN;0.7135958385081231;0.2494210566643531;90.0;1.0130373213047414;2626.945;44.523;6;;567.557;0.0610865238198015;872.135;0.0581194640914111;397.208;184.24;90.565;66.211
LIRP;0.7624229764458343;0.1814120315411892;1.143;0.6408039704149029;3054.574;44.398;4;R;914.93;0.0523598775598298;871.039;0.0523598775598298;202.279;255.171;0.864;1.919
LIRP;0.7624276051186372;0.1813592884680381;1.143;0.6407862553229952;2801.386;43.641;4;L;762.775;0.0523598775598298;1058.087;0.0523598775598298;301.0;;0.187;1.524
LIRQ;0.7646247676335608;0.195558660027906;38.862;3.982134145638152;1644.614;30.239;23;;12.21;0.0523598775598298;;;583.833;186.376;42.069;37.16
LIRS;0.7463182145550015;0.1932189897864874;4.8768;0.5388262497231738;2991.812;42.21;3;L;1099.03;0.0523598775598298;1153.529;0.0575958653158128;93.519;;4.572;4.572
LIRS;0.7462988864813382;0.1932586641247971;4.8768;0.5380555472320782;2356.082;23.478;3;R;;;;;;;5.1816;5.1816
LIRU;0.7322071115709216;0.2182052170621934;16.611;2.796481893808872;1086.445;30.1752;16;;;;;;111.08;249.177;16.81;16.354
LIRV;0.7406429701582925;0.2104850823675955;298.704;3.813123442192029;923.259;25.273;22;R;;;;;;;300.8376;295.9608
LIRV;0.7406355034244159;0.2105108687369394;298.704;3.8126096172602417;1502.613;28.48;22;C;;;;;;;302.3616;294.4368
LIRV;0.740668097239222;0.2105657496210437;298.704;3.8182321954455416;592.0;34.592;22;L;;;;;;;300.8376;297.7896
LIRZ;0.7522042186335544;0.2184106497716713;207.8736;0.2496310046141225;2201.036;43.802;1;;823.355;0.0593411945678072;590.123;0.0523598775598298;;;203.3016;212.4456
LJCE;0.8011048769822572;0.2710536125128495;153.39;1.5532224320236403;2415.0;43.671;9;;;;;;;1237.819;155.448;151.7904
LJCE;0.8011203839138975;0.2710724705021701;153.39;1.5519402084353704;1998.115;41.659;9;L;;;;;470.398;432.408;153.6192;152.4
LJLJ;0.8067562758142742;0.2523325601268255;375.666;2.2058617768022897;3301.966;45.8;12;;1347.011;0.0523598775598298;1347.011;0.0523598775598298;;;388.3152;363.0168000000001
LJMB;0.8112270295362548;0.2737743124466367;263.9568;5.691893936542688;2498.157;45.0;32;;946.404;0.0523598775598298;946.404;0.0558505360638185;;;261.072;267.0048
LJMB;0.8112532918416138;0.2737715348528435;263.9568;5.688742220979436;1202.724;60.0;33;R;;;;;;;263.9568;263.9568
LJPZ;0.7936438952995654;0.2376387690695437;1.676;2.63948376800545;1195.916;28.088;15;;293.158;0.0558505360638185;;;;228.171;1.524;1.901
LKCV;0.8716103542526736;0.2684655738916052;236.296;2.3967341253930434;2402.119;55.802;13;;896.26;0.0523598775598298;896.26;0.0523598775598298;;;230.7336;239.8776
LKKB;0.8747829144711124;0.2538344113325756;282.702;1.0872180033047052;1996.848;49.186;6;;693.624;0.0523598775598298;693.624;0.0523598775598298;;;286.2072;279.1968
LKKU;0.8557245034232223;0.3043829123091096;175.209;3.5842962910227807;1995.884;29.826;20;C;693.142;0.0610865238198015;693.142;0.0610865238198015;;;177.08880000000002;174.65040000000002
LKKU;0.8556938055502468;0.3043383225660535;175.209;3.580617486025427;1465.389;77.901;20;R;;;;;;;175.56480000000002;174.34560000000002
LKKU;0.8556971819651739;0.3043844727550608;175.209;3.584851305724915;1679.122;59.386;20;L;;;;;;;175.56480000000002;174.04080000000002
LKKV;0.876208598359426;0.2254121522923547;603.8088;1.9748093308367487;2153.271;27.097;11;;591.88;0.0523598775598298;771.836;0.0523598775598298;149.953;;606.0;605.028
LKLN;0.8669966032142808;0.2316845598490205;360.121;1.0130689466707876;1444.766;55.759;6;;;;;;;;358.14000000000004;362.1024000000001
LKMT;0.8673622800690468;0.3160939109306375;251.46;3.948993135669583;3506.656;62.235;22;;1448.528;0.0523598775598298;1448.528;0.0523598775598298;;;246.2784;256.64160000000004
LKNA;0.8581122139438067;0.281423485861603;463.753;2.2590553981457973;2401.883;42.914;12;;896.142;0.0523598775598298;896.142;0.0523598775598298;;;471.5256;455.9808
LKPD;0.8728997526927227;0.274689904108514;223.57;4.760549595764222;2494.713;70.655;27;;909.05;0.0523598775598298;905.282;0.0523598775598298;;;222.8088;224.3328
LKPO;0.8626448666555572;0.3037724190396145;206.0448;1.152056758123492;2493.929;55.703;6;;942.165;0.0523598775598298;;;;;204.418;207.672
LKPR;0.8745651795958667;0.2487067391234937;362.1024000000001;4.27573046534891;3704.0;43.248;24;;1459.643;0.0523598775598298;1625.4984000000002;0.0523598775598298;;;352.95840000000004;366.3696
LKPR;0.8743968620933386;0.2489447383399735;362.1024000000001;5.358271108431318;3257.17;44.696;30;;1393.2408;0.0523598775598298;1393.2408;0.0523598775598298;;;375.5136;353.56800000000004
LKTB;0.8578423172615265;0.2913376387725329;234.162;1.7015291672179809;990.934;32.676;8;;;;;;;;235.9152;232.86720000000005
LKTB;0.8578527624966125;0.2913628243701855;234.162;1.7022538279234087;2648.879;59.621;9;;;;;;;;232.86720000000005;235.0008
LKVO;0.8764464688391149;0.2512495872299908;274.6248;4.973424612103166;2496.662;39.784;28;;943.531;0.0523598775598298;;;;;278.892;268.224
LLBG;0.5587753937294492;0.6087331254733115;36.626;4.534070436037681;4057.636;38.9;26;;1127.697;0.0523598775598298;1321.333;0.0523598775598298;596.321;402.685;39.42;28.482
LLBG;0.5586263984489119;0.6087860089865983;36.626;2.120620419733662;3109.228;44.117;12;;;;1171.464;0.0558505360638185;;78.35;31.0896;39.833
LLBG;0.5586308047581667;0.6090004376669849;36.626;3.642211027992933;2770.728;55.77;21;;1080.564;0.0523598775598298;;;;;40.8432;40.8432
LLEK;0.555644649561388;0.6076864017359235;54.541;3.1891160492594217;2403.219;45.622;18;;;;;;;;50.336;58.746
LLEK;0.5556738611095949;0.6078441004037536;54.541;2.632757443601189;2394.085;51.218;15;R;;;;;;;49.191;59.891
LLEK;0.555680877264703;0.6079453889504473;54.541;2.63344056547042;2394.379;49.235;15;L;;;;;;;46.73;62.352
LLHA;0.5726494103579307;0.6116270115009946;6.4008;2.791355512729913;1285.032;31.144;16;;287.716;0.0523598775598298;;;50.0;118.755;8.178;4.553
LLIB;0.5756482636836374;0.6208315750222972;286.359;5.765869716888467;1077.682;28.543;33;;135.948;0.0558505360638185;;;98.093;;286.359;286.359
LLIB;0.5756052831504685;0.6208162124319074;286.359;0.915121208675206;994.898;18.67;5;;;;192.649;0.0558505360638185;;;286.359;286.359
LLMZ;0.5467819465885209;0.6176469545072129;-378.92;0.1664765377321047;1192.974;25.0;36;;;;;;;;-383.815;-374.026
LLNV;0.5447285069973767;0.6109945783614253;412.3944;4.481731502428874;2593.521;43.628;25;R;991.961;0.0523598775598298;991.961;0.0523598775598298;;;412.3944;412.3944
LLNV;0.5446881831234398;0.6110763769381882;412.3944;4.481133378094216;3345.126;40.528;25;L;;;;;;;412.3944;412.3944
LLRD;0.5701363628679871;0.6140799779207015;47.173;2.5257047068703886;2407.952;43.353;15;;899.176;0.0523598775598298;899.176;0.0523598775598298;;;48.0;46.348
LLRD;0.5701351223134559;0.6139426430725348;47.173;1.5098248201728015;2394.941;44.377;8;R;892.671;0.0523598775598298;892.671;0.0523598775598298;;;38.261;56.083200000000005
LLRD;0.5700118919461308;0.6139170595611645;47.173;1.890776265209277;2428.529;40.089;10;L;909.465;0.0523598775598298;909.465;0.0523598775598298;;;42.949;51.397
LLRM;0.5371191503114132;0.6050624338466524;637.393;1.164419972412919;2993.646;47.485;6;R;1192.023;0.0523598775598298;1192.023;0.0523598775598298;;;646.476;628.31
LLRM;0.5371697380185942;0.6050373808869055;637.393;1.166179264298929;2700.753;46.315;6;L;1045.576;0.0523598775598298;1045.576;0.0523598775598298;;;646.139;628.648
LMML;0.6257651394583922;0.2525636699744307;78.257;4.091491066047436;2435.286;43.677;23;;806.766;0.0523598775598298;807.44;0.0523598775598298;31.567;28.609;74.676;90.2208
LMML;0.6256166181633127;0.2529463537395075;78.257;2.3538101959011954;3536.961;57.849;13;;1394.1552;0.0523598775598298;1205.036;0.0523598775598298;;184.208;77.724;70.4088
LOAN;0.8350238146878743;0.283794076339545;268.986;1.7008615787790928;1069.129;23.108;9;;363.035;0.0523598775598298;396.647;0.0523598775598298;;;273.1008;264.8712
LOWG;0.8201483253040326;0.2694726232906834;336.042;2.956195053796696;2997.641;43.651;16;C;888.978;0.0523598775598298;1190.558;0.0523598775598298;260.104;;341.3;331.6224
LOWG;0.8200912714989413;0.2695374364132673;336.042;2.9553321630145093;636.237;25.0;17;L;;;;;;;336.042;336.042
LOWG;0.8201657866942269;0.2694095188564162;336.042;2.9572539450538806;759.582;25.37;17;R;;;;;;;336.042;336.042
LOWI;0.8248462175386726;0.1979898348199041;578.967;4.555169721365041;1997.194;43.538;26;;693.797;0.0657989128001862;591.633;0.0610865238198015;;102.164;576.9864;581.071
LOWK;0.8140652310501687;0.2502410007916505;445.084;1.855944380261376;2717.774;43.713;10;L;875.122;0.0610865238198015;1005.486;0.0523598775598298;198.109;;448.685;440.1312
LOWK;0.8140769168397859;0.2500127855712848;445.084;1.8570251579473809;710.455;26.471;10;R;;;;;;;447.559;444.591
LOWL;0.8418284493967946;0.2476186323594794;296.113;1.518055967458132;2997.808;59.967;8;;924.3;0.0523598775598298;1021.46;0.0523598775598298;248.534;149.325;298.476;293.903
LOWL;0.8418646185833863;0.2475574316692726;296.113;1.521717598415646;572.746;48.235;8;L;;;;;;;296.113;296.113
LOWS;0.8341526996367217;0.2269608636900198;430.0728;2.739940032828338;2749.572;43.683;15;;811.934;0.0523598775598298;855.149;0.0523598775598298;198.266;239.166;430.0728;430.0728
LOWW;0.8397815402719563;0.288930128143385;179.679;2.0243398551461707;3501.135;44.487;11;;1418.686;0.0541052068118242;1427.765;0.0523598775598298;;;174.95520000000002;182.88
LOWW;0.8395769599560793;0.2894586355826031;179.679;2.8665456931692312;3602.389;40.223;16;;1494.727;0.0523598775598298;1505.974;0.0523598775598298;;;181.9656;178.91760000000002
LOXZ;0.8239173523334228;0.2573588033490783;678.434;3.5704966707589625;947.543;48.218;20;;;;;;;;676.369;678.642
LOXZ;0.8238366987338765;0.2572964869400163;678.434;4.547230916729419;2749.884;54.753;26;L;;;890.764;0.0523598775598298;149.092;179.378;669.44;689.968
LOXZ;0.8238772215646722;0.2573542156379816;678.434;4.5375115271909126;1380.881;45.157;26;R;;;;;;;671.871;683.05
LPAR;0.6786394344107238;-0.157603621067233;3.048;3.7098955945169743;2498.556;45.204;22;;780.714;0.0523598775598298;876.876;0.0523598775598298;;;3.3528;2.7432000000000003
LPAZ;0.6452859789111388;-0.4393122160085831;85.95360000000001;2.9850722244026424;3052.681;59.765;18;;1113.5;0.0488692190558412;1116.088;0.047996554429844;;;85.95360000000001;85.95360000000001
LPBG;0.7305570394559376;-0.1170627125051878;684.5808000000001;0.2357195436518363;1697.063;28.474;1;;694.889;0.0523598775598298;604.103;0.0523598775598298;;;675.1320000000001;694.0296000000001
LPBJ;0.6646022263446637;-0.1384463226088566;190.728;3.244850346395057;3998.096;56.535;19;R;1430.978;0.0523598775598298;1428.935;0.0523598775598298;275.483;271.262;190.728;190.728
LPBJ;0.6645988557814091;-0.1384036756210099;190.728;3.2443656684617785;3432.386;30.592;19;L;;;;;246.823;235.855;190.728;190.728
LPBR;0.7258300878165711;-0.147395339698958;72.5424;1.0834923013103506;939.754;22.250400000000003;7;;164.369;0.0523598775598298;164.369;0.0523598775598298;;;71.9328;73.152
LPCB;0.6954181685123473;-0.1298510664181262;374.676;2.754159230244336;1519.674;29.148;16;;;;;;;63.46;379.428;369.925
LPCO;0.7009085878389216;-0.1478473384731879;178.91760000000002;5.817901821614773;922.525;29.168;34;;156.462;0.0523598775598298;156.462;0.0523598775598298;;;178.91760000000002;178.91760000000002
LPCS;0.6758801368463331;-0.1632788927717462;93.5736;2.864700880149873;1678.479;28.969;17;;370.936;0.0698131700797731;543.195;0.0523598775598298;329.503;139.834;100.973;88.08720000000001
LPEV;0.6725366843895466;-0.1377011082381631;243.306;3.216064107443139;1299.212;20.97;19;;310.13;0.0523598775598298;296.84;0.0523598775598298;41.046;53.502;242.885;244.199
LPEV;0.6724440524167675;-0.1377754322788196;243.306;4.39742808530027;565.874;25.0;25;;;;;;;;245.0592;241.0968
LPFL;0.6886255355833494;-0.5433451033921114;30.48;2.931031420240217;1410.711;29.688;18;;384.03;0.047996554429844;383.338;0.0523598775598298;58.675;55.774;28.854;32.004000000000005
LPFR;0.6460396216405262;-0.1391423517231678;6.4008;1.7472334062082553;2407.946;43.899;10;;765.038;0.0523598775598298;;;;;7.35;5.452
LPGR;0.6822865711057491;-0.4892131241131318;25.45;4.495311909338644;1393.433;29.439;27;;435.54;0.0523598775598298;378.871;0.0523598775598298;58.391;57.312;25.908;24.9936
LPHR;0.6722991533068521;-0.5011872295264947;30.48;1.5658151571097048;1595.764;43.576;10;;472.699;0.0523598775598298;390.439;0.0523598775598298;;;24.9936;35.9664
LPLA;0.6765666433392271;-0.4728702615768323;51.5112;2.4571661507433467;3293.901;59.232;15;;1306.303;0.0523598775598298;1303.138;0.0558505360638185;;;48.1584;54.864
LPMA;0.5706857588268197;-0.2927693167238566;50.9016;3.919150972520209;2781.6048;44.34;23;;886.85;0.0523598775598298;937.063;0.0523598775598298;150.381;149.403;57.912000000000006;43.891200000000005
LPMR;0.695186214073371;-0.155111698114354;54.564;0.0305196615677553;2992.078;44.472;1;;;;;;268.503;262.746;54.752;54.377
LPMT;0.6756136809473754;-0.157723736394328;8.458;0.1139740563004113;2180.389;42.956;1;;756.985;0.0523598775598298;758.301;0.0523598775598298;;;3.3528;10.9728
LPMT;0.6755878926274741;-0.1574943976528775;8.458;4.404817809353213;2445.489;43.923;26;;902.637;0.0523598775598298;901.502;0.0436332312998582;;;14.0208;5.486400000000001
LPOV;0.7141171756981955;-0.1508999530630289;15.24;3.074062548704554;2436.449;42.773;18;;1000.161;0.0523598775598298;985.393;0.0523598775598298;;;13.4112;17.0688
LPPD;0.6587210850058064;-0.4485055209123477;67.9704;1.9487304466205244;2489.108;44.264;12;;764.91;0.0523598775598298;655.32;0.0523598775598298;;239.748;79.672;56.997600000000006
LPPI;0.6729002429389338;-0.496395396495034;33.528;1.4410925324987884;1746.813;44.842;9;;452.102;0.0523598775598298;483.761;0.0523598775598298;72.883;88.887;35.197;32.004000000000005
LPPM;0.6483787515775344;-0.1498183221497122;1.524;5.017115788334191;858.415;25.0;29;;;;;;86.737;;1.524;1.524
LPPR;0.7199119756120145;-0.1515156504197714;57.454;2.9469568515329643;3480.422;41.953;17;;1051.303;0.0471238898038469;1263.926;0.0523598775598298;299.874;150.541;43.765;70.015
LPPS;0.5772396961903321;-0.2853600306649712;88.544;6.250191602999886;3000.744;43.577;36;;1255.07;0.0523598775598298;1141.489;0.0523598775598298;;;73.152;103.9368
LPPT;0.6768649908523128;-0.159450502477257;103.0224;0.3955252933564785;3804.661;45.026;2;;1454.577;0.0523598775598298;910.3;0.0523598775598298;88.986;596.422;100.443;106.242
LPSJ;0.6748361458399172;-0.4917420608439739;99.517;5.18899738386692;1546.932;44.66;31;;481.638;0.0523598775598298;448.137;0.0523598775598298;138.726;141.911;96.9264;102.108
LPSO;0.6843738041045243;-0.1406327102444871;118.872;0.420580192900558;1798.984;27.553;3;;;;;;;;118.872;118.872
LPST;0.6777306404415213;-0.163008982435564;131.064;2.366483206132852;1796.893;38.534;14;;654.786;0.0558505360638185;604.904;0.0959931088596881;;;128.01600000000002;134.112
LPTN;0.6889531590130372;-0.1461395240063365;78.3336;1.3408599316195435;2390.143;44.177;8;;814.35;0.0523598775598298;842.881;0.0523598775598298;97.09;;75.791;78.3336
LPTN;0.688995156465257;-0.1460352550078761;78.3336;2.046979655337803;1143.925;22.486;12;;;;;;32.882;;81.351;78.0288
LPVL;0.7204245645519728;-0.1486320789398258;229.5144;5.838703702837591;1365.238;28.906;34;;;;;;60.936;;227.076;231.9528
LPVR;0.7203732863474583;-0.134756421892538;553.364;3.446217534310978;946.757;27.672;20;;;;;;;;553.364;553.364
LPVZ;0.7107949355535583;-0.1376894048935289;627.888;3.0698090067845185;1220.254;29.057;19;;441.892;0.0523598775598298;410.232;0.0523598775598298;56.226;60.309;627.888;627.888
LQBK;0.7843759991287751;0.3018984560901072;118.414;6.10171818886198;2509.0;44.205;34;;941.908;0.0523598775598298;941.908;0.0523598775598298;;;122.2248;114.6048
LQMO;0.7554297598931521;0.3114692562761607;50.139;2.755165587091036;2393.429;44.618;15;;;;897.016;0.0593411945678072;;;52.4256;47.8536
LQSA;0.7648832945165289;0.3199450837360147;507.949;2.049577560476104;2597.32;42.127;11;;894.088;0.0558505360638185;;;99.772;497.938;500.07;518.693
LQTZ;0.7759503926713036;0.3268093918486668;235.153;1.6809803587367005;2533.567;43.31;9;;961.984;0.0523598775598298;;;;;233.17200000000005;237.1344
LRAR;0.8059328401891609;0.3710934825540349;106.0704;4.804539746896112;1992.039;43.884;27;;511.849;0.0523598775598298;;;179.371;;107.166;105.156
LRBC;0.8119603435560129;0.4696706061650078;182.5752;2.877340205526966;2498.732;59.028;16;;;;;;;;185.0136;180.13680000000002
LRBM;0.8317934165402536;0.4095614557033329;176.936;4.872070898978903;1791.591;29.342;27;;;;;;;;184.7088;169.16400000000002
LRBM;0.8318241027098843;0.4097374505999412;176.936;1.3506991380111988;702.201;30.37;6;;;;;;;;176.936;176.936
LRBS;0.7767294199552027;0.455579638785371;88.544;1.2887184820156008;3093.827;46.626;7;;1104.576;0.0523598775598298;1242.113;0.0523598775598298;137.537;;91.377;85.95360000000001
LRCK;0.7742649237904737;0.4972178919514617;101.8032;0.0977446514838195;3492.627;44.651;36;;;;;;;;96.012;107.5944
LRCL;0.8165530227223918;0.4133917653463422;313.944;4.517664341068934;2095.617;30.209;26;;;;;;85.283;157.353;313.944;313.944
LRCS;0.7927327314030745;0.3883755775083728;254.66;1.9199781543225576;1998.958;56.63;10;;;;;;;;246.2784;263.0424
LRCT;0.8116183308640972;0.4168888807676176;324.055;5.867411227440246;2498.154;46.421;33;;944.277;0.0523598775598298;944.277;0.0523598775598298;;;322.039;326.073
LRCV;0.773498027023288;0.4169337201820258;188.976;1.5522677369227995;2490.86;45.110400000000006;9;;;;;;;;190.8048;187.1472
LRIA;0.8234509799014247;0.4820765259842217;113.233;2.5978105414555817;2399.184;44.223;14;;;;;;;;125.2728;101.1936
LRIA;0.8234250862514216;0.4820614988897115;113.233;2.685174044361709;1799.965;44.272;15;;;;;;;;113.233;113.233
