@ident;@phi;@lambda;@alt;@theta;@length;@width;@number;@designator;Vasi.PRIMARY.@biasZ;Vasi.PRIMARY.@pitch;Vasi.SECONDARY.@biasZ;Vasi.SECONDARY.@pitch;OffsetThreshold.PRIMARY.@length;OffsetThreshold.SECONDARY.@length;RunwayDeformation.0;RunwayDeformation.
EGOZ;0.9270294712756304;-0.03393581392857957;423.238;5.808705332720164;491.527;23.187;34;;;;;;;;416.586;429.891
EGPA;1.029011720068497;-0.05062205259644471;12.725;1.5250241944967193;1424.279;42.392;9;;328.564;0.061086523819801536;414.678;0.061086523819801536;151.555;39.968;11.8872;11.8872
EGPA;1.029014066589096;-0.05070975746113292;12.725;2.4499877860628194;672.3888000000001;44.053;14;;;;;;;118.493;11.5824;16.398
EGPA;1.029023312231357;-0.05066635365699979;12.725;1.0078873608275893;1171.146;42.859;6;;;;;;;;12.725;12.725
EGPB;1.0451288640979528;-0.022581806329541536;4.2672;1.4579559037315575;1499.13;43.694;9;;489.423;0.05235987755982989;247.454;0.05235987755982989;103.195;87.734;6.072;6.422
EGPB;1.0450457527960333;-0.02256486768874106;4.2672;2.5036962795356654;1424.515;42.507;15;;318.906;0.06981317007977318;;;179.26;184.325;2.08;2.493
EGPC;1.0202981060029241;-0.053982067236445996;34.7472;2.2165238186697978;1830.287;44.65;13;;543.955;0.05235987755982989;464.47;0.05235987755982989;241.336;297.822;34.7472;34.7472
EGPD;0.9983709126015909;-0.03836529580570785;61.613;2.7610452522751543;1950.641;43.372;16;;635.717;0.05235987755982989;598.537;0.05235987755982989;;;62.484;65.532
EGPD;0.9984522859568321;-0.038428743538084384;61.613;3.128024987583565;569.268;34.854;18;;;;;;;;61.613;61.613
EGPD;0.9984258890630098;-0.03837658563216492;61.613;3.9503899226699537;476.59;41.615;23;;;;;;;;57.607200000000006;62.1792
EGPD;0.9983486118783905;-0.038357610609398095;61.613;2.4282441251756235;581.73;34.087;14;;;;;;;;61.8744;60.0456
EGPE;1.004306544713065;-0.07064293305314431;8.153;4.003894910752018;1885.635;44.267;23;;595.201;0.05235987755982989;515.356;0.05235987755982989;;68.108;6.4008;9.234
EGPE;1.0043254163562876;-0.07076190925469496;8.153;5.0561519969172215;703.613;19.016;29;;;;;;;;7.62;9.4488
EGPF;0.9751454262182867;-0.07738320911936397;7.162;0.8092425025723444;2656.672;44.646;5;;932.788;0.05235987755982989;683.505;0.05235987755982989;;298.864;7.9248;6.203
EGPF;0.9751514944024796;-0.0774254425890337;7.162;1.5805041971603393;1084.468;44.278;9;;;;;;;;7.162;7.162
EGPG;0.9769419305813329;-0.06938446460240576;103.174;4.406804517640759;819.651;20.561;25;;105.025;0.061086523819801536;105.025;0.06981317007977318;;;100.2792;106.0704
EGPH;0.9765109783218702;-0.05886333722760075;32.004000000000005;4.168089901726037;2558.877;45.68;24;;687.494;0.05235987755982989;640.479;0.05235987755982989;208.65;212.536;30.179;33.8328
EGPI;0.9718599638341623;-0.10925502899049684;11.353;2.1098215440527976;1537.516;47.409;13;;469.987;0.05235987755982989;498.712;0.06981317007977318;138.919;127.988;6.432;12.465
EGPI;0.9718590802316425;-0.1091554959454984;11.353;1.229109204874687;631.44;18.0;8;;;;;;;56.909;10.0584;17.126
EGPJ;0.980583227307386;-0.05620479765828037;119.219;1.0633075510577437;699.8208000000001;16.82;7;;45.110400000000006;0.06981317007977318;45.110400000000006;0.06981317007977318;;;118.943;119.497
EGPK;0.9688218282321911;-0.0801915515000013;16.078;5.260573511024132;2984.118;43.807;30;;1042.651;0.061086523819801536;826.699;0.05235987755982989;;240.661;19.812;10.85
EGPK;0.9685801600171685;-0.07996882124715417;16.078;3.5554067285791446;1905.758;43.552;21;;612.528;0.05235987755982989;479.185;0.05235987755982989;;78.961;18.288;14.468
EGPL;1.0032348987032784;-0.12850383980168242;4.572;0.9669514486202256;1852.0;40.34;6;;547.868;0.05235987755982989;659.696;0.05235987755982989;115.394;;4.94;3.9624
EGPL;1.0032379006111771;-0.12851518424374778;4.572;2.915414388626297;1302.369;38.954;17;;;;;;;97.673;5.486400000000001;3.9624
EGPM;1.0547485159950667;-0.022621457261161992;14.21;0.963611778549827;1357.448;30.563;6;;257.684;0.06981317007977318;265.191;0.05672320068981571;116.24;108.733;26.983;1.437
EGPN;0.98528075088667;-0.05281007089809422;4.724;1.5795828378482115;1394.197;28.737;9;;417.148;0.05235987755982989;493.491;0.05235987755982989;;;5.1816;4.2672
EGPO;1.0160252558387068;-0.11048417666181201;5.943;1.0438779349593046;1097.741;25.0;6;;316.446;0.05235987755982989;413.638;0.05235987755982989;93.413;;7.9248;6.4008
EGPO;1.0160448472376242;-0.11049639495361004;5.943;3.0419381930252714;2318.198;42.23;18;;806.602;0.05235987755982989;800.924;0.05235987755982989;111.927;113.076;4.894;4.554
EGPP;0.9553561237429776;-0.046285144175372446;182.799;6.227288694423516;473.851;9.084;36;;;;;;;;182.096;183.503
EGPP;0.9553544209063334;-0.046295201249528045;182.799;0.798100669693463;372.552;11.213;5;;;;;;;;181.574;184.026
EGPQ;0.9539301765294098;-0.0512187281170418;309.172;4.186735079592167;472.694;12.522;24;;;;;;;;309.378;308.967
EGPR;0.9952575713070008;-0.12994023810200864;0.761;1.0753893310052867;411.084;25.0;7;;;;;;;;0.761;0.761
EGPT;0.9850837835964774;-0.05888636160761098;118.668;0.49305994682469817;853.109;27.061;3;;321.37;0.05235987755982989;333.646;0.05235987755982989;;;118.872;117.6528
EGPT;0.9850235464816455;-0.05885354542925686;118.668;1.5410201370912473;609.736;20.364;9;;;;;;142.74;;119.856;118.2624
EGPT;0.9850623255140907;-0.058787460543222765;118.668;5.750525305703709;635.513;38.748;33;;;;;;;;117.6528;120.0912
EGPU;0.9860978432989915;-0.1198876892396652;8.61;0.8219083045941896;1473.61;29.219;5;;;;;;;112.959;9.144;5.823
EGPU;0.9861303785970744;-0.11995772985618564;8.61;1.8711261965730186;803.155;17.899;11;;;;;;;;11.5824;7.62
EGPU;0.9861732538001415;-0.12001029347805242;8.61;2.9191867432715575;788.956;17.418;17;;;;;;;;8.61;8.61
EGPV;0.9524349396639354;-0.04662085851731755;260.0;2.6307309418066986;389.612;11.568;15;;;;;;;;258.091;261.925
EGPV;0.9524388719877325;-0.046614718162499506;260.0;2.2658056335608108;367.751;12.118;13;;;;;;;;257.145;262.871
EGPV;0.9524343252383421;-0.0466164970708839;260.0;2.841862723288752;392.134;11.504;17;;;;;;;;258.571;261.445
EGPW;1.06023208886503;-0.014905387528266992;19.748;5.124579899169687;628.1928;26.088;30;;9.297;0.07853981633974483;54.864000000000004;0.07853981633974483;;24.574;20.763;18.735
EGPY;0.8996706620028371;-0.06487877054501999;40.855;3.1674165452023013;335.155;22.593;18;;;;;;;33.839;47.232;34.479
EGPZ;0.9130576263893521;-0.00630880495847804;65.903;1.341017622117461;627.158;10.807;8;;;;;;;;71.594;60.213
EGQA;0.8932374036775198;0.007432248021057658;16.194;1.6816946172797864;655.253;12.982;10;;;;;;;;16.132;16.256
EGQB;0.9609946957092755;-0.12251580791516657;0.0;1.2640503474337632;2286.723;25.0;8;;;;;;1113.144;500.293;0.0;0.0
EGQB;0.960967924308425;-0.12244806895642418;0.0;3.4193356241059107;1852.0;43.013;20;;;;;;;458.555;0.0;0.0
EGQC;0.8934481575076912;0.007204633572383201;13.066;4.991587904562821;748.538;19.68;29;;;;;;;;13.585;12.549
EGQC;0.8934837649337406;0.007179206105608098;13.066;3.5182608861089495;461.04;18.0;20;;;;;;;;13.1064;13.025
EGQD;0.9820787977181825;-0.04800853189281696;117.982;4.027466804030677;602.524;19.891;23;;;;;;;;115.297;120.668
EGQE;1.0004006997332295;-0.03925001404444033;113.613;3.1326234065637943;677.809;25.0;18;;;;;;;;114.6;112.626
EGQE;1.0004069200609025;-0.039273639196141776;113.613;4.786608059628197;828.468;12.088;28;;;;;;;;108.925;118.301
EGQF;1.0019349965114202;-0.03336572840699123;80.121;1.213558670305268;674.042;20.307;7;;;;;;;;77.289;82.954
EGQG;1.0038578852931705;-0.032543030092589915;49.065;1.7108633625905716;495.642;16.229;10;;;;;;;;49.404;48.726
EGQH;0.919953278009492;-0.03651253151444782;102.226;2.732609649969962;332.134;18.148;16;;;;;;;;101.459;103.0
EGQH;0.9199602707579109;-0.036507319624970766;102.226;1.834833837560341;258.446;15.396;11;;;;;;;;100.831;103.621
EGQH;0.9199549925494809;-0.03651253151444782;102.226;4.251930632069939;365.933;14.94;25;;;;;;;;104.473;99.98
EGQI;0.9907143797334073;-0.06677700623129852;145.378;5.312397572503599;475.2;18.276;31;;;;;;;;145.752;145.0
EGQJ;0.9411904597662134;-0.013886907862596073;26.444;5.386389235345573;969.083;43.515;31;;;;;;;;27.225;25.664
EGQJ;0.9411930227986883;-0.013864585683263896;26.444;0.006844541488617979;1099.622;44.138;36;;;;;;;;24.554;28.335
EGQK;1.0061717594124582;-0.06214447912699772;5.1816;1.23017944077201;2314.156;43.028;7;;852.278;0.05235987755982989;;;;;3.585;6.778
EGQK;1.006225700127877;-0.06199596368359052;5.1816;1.2303801536359895;2000.233;25.0;7;L;644.396;0.05235987755982989;676.525;0.05235987755982989;50.92;18.792;5.1816;5.1816
EGQL;0.9839262525920934;-0.04991038781370232;8.61;1.4263253016976645;2787.014;44.758;8;;;;;;287.746;182.93;10.108;6.7056000000000004
EGQL;0.9839333272639248;-0.05004162912042954;8.61;0.6414272798506675;1455.83;42.362;4;;;;;;171.715;;7.77;10.214
EGQN;0.9123466950162068;-0.0012157512428239352;14.808;2.9008209926186717;461.918;26.098;17;;;;;;;;15.337;14.28
EGQN;0.9123143235649488;-0.0012375818816814797;14.808;4.772189720144548;870.854;23.608;27;;;;;;;;13.229;16.388
EGQO;0.8824632343872651;-0.08547277939291284;50.561;4.344303404462216;684.74;18.644;25;;;;;;;;54.028;47.096
EGQP;0.9576555325282975;-0.027860280035349155;66.202;5.2864504606459;551.271;22.692;30;;;;;;;;64.327;68.079
EGQQ;0.880962889011858;-0.07519586180947346;159.335;2.666717711120645;403.468;7.131;15;;;;;;;;167.556;151.114
EGQR;0.9580032213423607;-0.1268241679775613;96.355;4.0418462226720075;299.404;14.838;23;;;;;;;;97.47;95.241
EGQS;1.0071754967650048;-0.05824909108559294;9.144;3.9037206911362516;2755.158;43.11;23;;;;;;77.318;;7.345;6.4008
EGQS;1.007164922793128;-0.058089831971811584;9.144;4.825236733830888;1852.0;44.866;28;;;;529.298;0.05235987755982989;149.278;84.709;10.972800000000001;11.939
EGQT;0.9348267193080225;-0.0035298223684128746;22.45;1.5383241269956918;312.14;22.087;9;;;;;;;;21.772;23.128
EGQU;0.9205803490666614;-0.005977803163305614;1.739;1.705785152598969;857.68;18.178;10;;;;;;;;1.687;1.793
EGQV;0.9116681409459918;-0.024795439351480313;82.846;0.7054839002717579;305.693;11.515;4;;;;;;;;84.972;80.721
EGQW;0.9261027126724147;-0.019095715458911557;68.127;4.711004934287859;283.135;15.67;27;;;;;;;;66.11;70.144
EGQW;0.9260967732250128;-0.019089200597065214;68.127;5.260937761239023;366.269;18.336;30;;;;;;;;65.709;70.546
EGQX;0.8983816790315226;-0.04194268836894362;89.311;0.18008116981189023;487.126;14.619;1;;;;;;;;90.469;88.153
EGQZ;0.9177572039056193;-0.04602106990704777;113.293;1.4086070681972682;299.927;14.939;8;;;;;;;;116.429;110.158
EGQZ;0.9177678305425471;-0.04604591220659117;113.293;5.811158043917992;516.36;17.277;33;;;;;;;;112.682;113.906
EGRA;0.9139864974462744;-0.008346068576780365;63.984;0.286208585333161;721.267;33.961;2;;;;;;;;54.698;73.271
EGRB;0.8852674903500677;-0.02102967755524323;47.381;3.039752691735924;402.803;14.479;17;;;;;;;;46.45;48.312
EGRC;0.9526821552643145;-0.018671242951261147;25.841;1.2376527660961245;619.46;12.503;7;;;;;;;;25.352;26.331
EGRD;0.9074871620371525;0.0012261360106292942;142.68;3.9038458312436193;713.508;33.987;22;;;;;;;;140.981;144.38
EGRE;0.9305069796935287;-0.015117928069052681;69.619;2.0681537280236104;449.0;20.044;12;;;;;;;;73.48;65.76
EGRF;0.9468918786931967;-0.10871643326820409;141.811;3.046731739815874;413.405;16.986;18;;;;;;;;145.418;138.206
EGRG;0.921876898250282;-0.033177593240882604;124.711;0.6440921183657825;696.67;22.424;4;;;;;;;;121.364;128.059
EGRH;0.9274991850125215;-0.04046072504684183;78.748;3.4238949477108958;422.148;18.025;20;;;;;;;;77.179;80.318
EGRH;0.9275028130493582;-0.04046273021988915;78.748;1.8072240377907298;275.571;13.47;10;;;;;;;;78.404;79.092
EGRI;0.90893015517218;-0.05073645669135827;61.333;3.049929881137228;232.16;25.0;18;;;;;;;;61.597;61.07
EGRI;0.9089271005992305;-0.05075166323715289;61.333;1.5871765908907136;295.077;25.409;9;;;;;;;;61.943;60.724
EGRJ;0.8757968278818187;-0.09511967472577755;18.012;2.014181515300788;490.106;42.961;12;;;;;;;;19.728;16.297
EGRK;0.9812948257711754;-0.051970348118365116;81.857;3.7766345416522844;253.0;11.146;22;;;;;;;;83.026;80.689
EGRL;0.9637866456051953;-0.03360788621193104;249.465;3.9964474163008323;532.375;10.399;23;;;;;;;;249.0;249.922
EGRM;0.9152043416372303;-0.0025028694812268405;22.479;0.8732519292904609;1046.329;5.86;5;;;;;;;;22.976;21.983
EGRN;0.9005965838169115;-0.020635586930263038;47.232;2.8631269422304246;831.907;19.144;16;;;;;;;;47.341;47.123
EGRO;0.8800504260441128;-0.08404991796121344;155.827;5.8421742900551825;477.562;11.751;34;;;;;;;;156.345;155.309
EGRO;0.8800496945850732;-0.08407079672804074;155.827;5.379930295382717;371.568;12.476;31;;;;;;;;154.633;157.022
EGRO;0.8800335322661335;-0.08405644062528954;155.827;3.246134210592824;290.209;12.348;19;;;;;;;;156.594;155.06
EGRP;0.9015325061389758;0.00029393340160123433;91.825;2.4279645234294542;278.5872;29.071;14;;;;;;;;97.387;86.264
EGRQ;0.9107995889273139;-0.008997016407560838;35.854;0.9387835274624117;480.907;14.334;5;;;;;;;;36.876;34.833
EGRR;0.8945488453671872;-0.04057418507195492;105.638;1.748804028002125;881.349;18.23;10;;;;;;;;113.088;98.189
EGRS;0.9236138501441574;-0.030326759916993584;83.215;2.270560259509094;334.114;32.9184;13;;;;;;;;84.184;82.247
EGRT;0.973141696583476;-0.08810552479065957;11.314;1.4957123670938557;551.379;63.05;9;;;;;;;;7.831;14.797
EGRU;0.9261284541789375;-0.057996345654874104;102.0;3.3385453802286444;1125.528;19.76;19;;;;;;;;98.022;105.979
EGRV;0.9306571921219079;-0.00449345235889847;46.579;1.0733189690866933;748.036;29.21;6;;;;;;;;44.357;48.802
EGRW;0.9376548091321727;-0.039366555950307074;295.795;5.149462709249519;329.842;5.958;30;;;;;;;;288.862;302.729
EGRZ;0.900514964691433;-0.01554233035663528;151.904;1.7389085347420927;948.919;27.317;10;;;;;;;;179.635;124.174
EGSA;0.9185579291904701;0.016197569413781605;62.806;3.4693150470989456;877.285;12.794;21;;;;;;24.511;91.1352;59.894;65.718
EGSC;0.9111495833002703;0.003054175035792268;11.811;4.010856505539447;1963.223;44.122;23;;534.215;0.05235987755982989;469.887;0.05235987755982989;141.421;212.33;14.630400000000002;10.521
EGSC;0.9111616084868818;0.0031526937909224354;11.811;4.012471633229243;1049.276;34.067;23;L;;;;;;;10.972800000000001;10.972800000000001
EGSF;0.915740155864615;-0.0043720028505151495;7.9248;4.792448978502922;1051.664;22.086;28;;43.176;0.05672320068981571;221.032;0.05672320068981571;177.856;;7.9248;7.9248
EGSF;0.9156913997308692;-0.004441559728790706;7.9248;2.6084408183307035;781.301;25.0;16;;85.85;0.05672320068981571;85.85;0.05672320068981571;;;7.9248;7.9248
EGSG;0.9015614309552391;0.0027276595227295943;45.72;4.863319294510628;713.573;45.63;28;;;;;;206.754;;45.72;45.72
EGSG;0.9015079700769503;0.002725865009885692;45.72;3.7570606740911683;1111.136;44.623;21;L;47.949;0.07417649320975901;250.768;0.07853981633974483;202.819;;30.883;56.388000000000005
EGSG;0.9015044415185431;0.00271036197936034;45.72;3.7540129801513356;1002.92;27.613;21;R;;;;;93.35;;35.052;56.388000000000005
EGSH;0.9193682336629038;0.022386649156652418;33.985;1.558283886854424;1852.0;41.645;9;;641.198;0.05235987755982989;575.151;0.05235987755982989;;;35.6616;32.308800000000005
EGSI;0.9188088020860474;0.005152686157679911;0.417;0.48935318165272756;940.578;26.373;3;;;;;;;;0.449;0.386
EGSJ;0.9164894976148495;0.02473473020174816;39.243;4.16970660021216;798.189;14.104;24;;;;;;;;37.756;40.731
EGSL;0.9057367688519647;0.007845399493331972;84.277;4.628907438800848;797.653;19.102;27;L;;;;;;79.811;84.277;84.277
EGSL;0.9057394957312644;0.00784514201975002;84.277;4.631106553658361;800.546;15.948;27;R;;;;;;81.0;84.73440000000001;83.72
EGSM;0.9151695241869438;0.028245140622527882;20.68;4.708093376029681;689.695;17.037;27;;;;;;127.348;40.257;20.716;20.645
EGSN;0.9113474049346211;-0.0006312393984165836;69.809;4.199836219089338;1336.177;15.077;24;;;;;;774.899;;69.836;69.782
EGSN;0.9112994153699487;-0.0007387853333745494;69.809;3.1705031599844533;1285.989;17.302;18;;;;;;;;73.403;66.216
EGSO;0.9105584473627999;0.019393510964242053;57.824;2.173101772209431;776.135;50.686;13;;;;;;;;56.034;59.616
EGSO;0.9106029844408051;0.019377110677294748;57.824;0.20571513469519634;634.47;23.092;1;;;;;;;;60.416;55.234
EGSP;0.9172867411546717;-0.006799955321624002;34.833;4.2150516504423745;932.408;26.106;24;;;;;;257.505;436.397;25.982;43.686
EGSP;0.9172859160688751;-0.006745831253805994;34.833;5.603604187402526;550.179;16.905;33;;;;;;127.164;;34.811;34.857
EGSP;0.9172728200262293;-0.0068126183405181374;34.833;4.352694074841178;631.057;25.0;25;;;;;;90.64;289.455;30.988;38.68
EGSQ;0.903819187537006;0.019723904185493503;10.772;6.274565649602762;597.583;18.913;36;;;;;;55.119;93.057;8.485;13.059
EGSR;0.9060768738987051;0.011914886489514187;68.58;1.054898554721635;776.052;22.0;6;;;;;;;;68.58;68.58
EGSR;0.9060695710116534;0.011920277830275645;68.58;1.0557194005221404;771.786;16.113;6;R;;;;;;;69.329;67.873
EGSS;0.905566192603922;0.004100524266151946;103.632;3.8887459406870653;3042.023;43.375;22;;1056.656;0.05235987755982989;965.927;0.05235987755982989;;293.858;106.0704;100.662
EGST;0.9088897552265031;0.017068797597265803;64.069;3.9703395596190245;894.495;25.0;23;;;;;;66.071;70.188;72.807;55.331
EGSU;0.9091512079456296;0.002295626654445539;34.366;4.154079620221504;1446.322;27.787;24;L;;;;;104.41;;31.6992;37.7952
EGSU;0.9091663930352925;0.0022628416850104427;34.366;4.152406896666392;880.443;20.805;24;R;;;;;;;31.6992;35.6616
EGSV;0.9162744720638866;0.018391720268019413;54.609;4.259261363994166;403.026;21.304;25;R;;;;;;;58.52160000000001;53.644800000000004
EGSV;0.9162915413920355;0.01836349960299163;54.609;0.3478665648566505;368.54;19.868;2;;;;;;;;53.949600000000004;55.36
EGSV;0.9162573734773761;0.018367650389221873;54.609;4.266320697219707;850.107;17.093;25;;;;;;213.294;;59.1312;47.244
EGSW;0.9116826004282873;0.006116136696881116;29.902;5.41342490905774;765.343;78.871;31;;;;;;;;32.169;27.636
EGSX;0.902718850777849;0.002695685985189132;97.8408;3.41470090227724;1852.0;44.59;20;;;;;;154.472;331.552;85.351;110.33
EGSX;0.9026915995398685;0.0026034480250126165;97.8408;5.2625783707358975;841.443;44.916;30;;;;;;126.163;;99.497;96.185
EGSZ;0.9025703411861141;-0.039858798625618884;219.867;4.432222620202178;1029.0;61.172;25;;;;;;;;216.543;223.192
EGTA;0.903675511426605;-0.0164137692003229;86.061;4.095861370494429;942.505;103.467;24;;;;;;;;87.694;84.42960000000001
EGTB;0.9007950608385619;-0.014106088100904197;154.106;4.231407479928663;732.273;21.654;24;;304.089;0.05235987755982989;308.864;0.05235987755982989;;;156.3624;156.3624
EGTB;0.9007834569723571;-0.014096936085400302;154.106;4.239643339602974;719.238;25.0;24;L;;;;;;;155.1432;155.7528
EGTB;0.9007602024265691;-0.01409688146979201;154.106;6.048975735130113;806.0;25.0;35;;;;;;;;154.106;154.106
EGTC;0.908833614282293;-0.010760008243247276;109.11840000000001;0.552843250745328;1738.564;44.42;3;;435.907;0.05235987755982989;471.442;0.05235987755982989;143.382;;109.11840000000001;109.11840000000001
EGTD;0.8921719077753385;-0.00932670742813424;50.568;1.1613008945066798;2119.16;44.673;7;;;;;;159.095;281.0;51.811;49.325
EGTE;0.885480233748827;-0.05958528534916166;30.7848;1.3277477092816232;2034.682;39.643;8;;586.697;0.05235987755982989;657.132;0.061086523819801536;;;30.477;31.101
EGTF;0.8961917433319104;-0.009753551813630496;23.4696;1.0097790882972408;794.238;25.0;6;;274.466;0.05235987755982989;308.809;0.05235987755982989;51.661;;23.818;23.156
EGTG;0.8991839198995033;-0.04520942735221084;64.203;1.5662682445835225;2468.16;88.585;9;;754.807;0.05235987755982989;618.352;0.05235987755982989;174.474;310.928;66.81;61.597
EGTH;0.9090613789238903;-0.0055774941612098256;34.7472;3.57842325808982;863.672;20.089;20;;;;;;;346.637;30.7848;38.7096
EGTH;0.9091184970973772;-0.00553923982871571;34.7472;5.179340128049784;659.875;17.431;30;;;;;;;;34.7472;34.7472
EGTJ;0.918738552759881;-0.03179862715379098;90.251;2.6347392649668286;602.463;21.058;15;;;;;;;;90.955;89.547
EGTK;0.9047761934344287;-0.02302074417115973;77.266;1.9214094115756555;767.43;26.776;11;;;;;;;;77.266;77.266
EGTK;0.9047210648295295;-0.023039414906966055;77.266;3.3271386063693105;1508.43;31.913;19;;386.872;0.05235987755982989;327.798;0.061086523819801536;61.169;120.243;78.771;75.639
EGTL;0.9212781200287656;-0.019141584767647615;110.842;6.16715669117163;349.366;15.465;35;;;;;;;;107.272;114.413
EGTM;0.8776399642215597;-0.09125389614629713;105.379;3.6432659049928384;473.874;19.088;21;;;;;;;;105.12;105.64
EGTN;0.9063712949396661;-0.024941816983934342;168.945;4.435889556960618;955.217;17.501;26;;;;;;83.832;83.894;168.897;169.0
EGTN;0.9063710433177564;-0.025008198354699168;168.945;4.444282670800534;1051.235;34.428;26;R;;;;;;;167.503;170.387
EGTO;0.8962583002528447;0.008777360233237592;123.596;5.914072255926463;985.273;30.583;34;;;;;;203.114;78.349;123.596;123.596
EGTO;0.8962752408442026;0.008814054119780491;123.596;0.37032972027468847;825.868;27.689;2;L;;;;;;;127.4064;118.872
EGTP;0.8784085404187004;-0.09040877422357681;96.726;1.5156242002113283;744.508;22.77;9;;;;;;;;98.395;95.059
EGTP;0.8784449202654956;-0.09038133378152463;96.726;0.772367011603283;1334.836;27.597;5;;;;;;119.555;407.589;98.675;94.778
EGTQ;0.8848446485084362;-0.05507889689332759;153.467;1.7084354350681221;652.724;15.116;10;;;;;;;;156.692;150.243
EGTR;0.9015643509397253;-0.0056877396676634;96.164;4.5311230985298385;654.112;30.05;26;;;;;;;;91.7448;100.584
EGTS;0.9077045575154039;0.003912904047207212;84.64;3.1852042428069267;771.714;33.344;18;;;;;;;;79.17;90.111
EGTT;0.9211759615334544;0.011820791598655723;82.876;3.700105519143762;1227.936;18.602;21;;;;;;;;82.755;83.0
EGTU;0.8876906620048934;-0.056434744973651904;253.746;3.857783974289611;1249.976;45.161;22;;;;;;265.733;;251.7648;255.7272
EGTU;0.8877028627416745;-0.05644502831247043;253.746;2.959058790033368;643.887;24.584;17;;;;;;;;253.746;253.746
EGTV;0.8830046369617127;-0.07235146532513323;259.251;1.766373821249639;1019.62;3.936;10;;;;;;;;261.421;257.081
EGTW;0.9011483731097217;-0.03513691258392157;88.965;0.6711720536277809;1005.504;33.58;4;;;;;;;;88.424;89.508
EGTX;0.8906843541556165;-0.0057660428454955346;74.632;0.466020031962448;525.944;11.341;3;;;;;;;;67.789;81.476
EGTY;0.9717984744614545;-0.07178913521992245;256.267;4.792642710049893;535.552;25.0;28;;;;;;;;254.285;258.25
EGTZ;0.9274164072559242;9.57333591072373e-06;9.095;1.2537309136984214;605.028;25.0;7;;;;;;;;8.2296;9.961
EGUA;0.9241145250792783;0.019600371481765307;25.275;5.830809578630822;594.688;17.17;33;;;;;;;;31.602;18.949
EGUA;0.924112365812193;0.019613596261201884;25.275;0.5363027130643002;312.508;13.28;3;;;;;;;;27.824;22.727
EGUB;0.9008521673087041;-0.019126292397325675;58.216800000000006;3.2794871035325857;1820.589;46.761;19;;605.494;0.05235987755982989;605.494;0.05235987755982989;;;61.8744;54.559200000000004
EGUC;0.9270803925281336;-0.015559089546151364;50.161;1.8720978562741888;400.171;15.569;11;;;;;;;;52.165;48.1584
EGUC;0.9271178432309629;-0.015563513410423068;50.161;0.5325583535002416;437.255;22.881;3;;;;;;;;55.14;45.183
EGUD;0.9021148177545919;-0.022968211758211964;70.452;3.0233488656952052;1943.174;37.625;18;;;;;;136.647;176.757;78.54;62.365
EGUD;0.9021749495393221;-0.02296250832826027;70.452;4.433637035027995;1112.0;44.45;26;;;;;;129.707;;67.804;73.101
EGUE;0.9217795205712537;0.001986837807388704;3.182;0.49464519447769956;252.799;25.0;3;;;;;;;;3.042;3.324
EGUE;0.9217781395765868;0.001959475387634091;3.182;5.95078612940679;210.246;23.048;34;;;;;;;;2.978;3.388
EGUF;0.8884168486877694;-0.05408884075065811;238.885;1.1513858535590251;501.165;16.715;7;;;;;;;;236.92;240.851
EGUF;0.8884179605055096;-0.0540523263153996;238.885;0.8109698549330432;411.866;15.027;5;;;;;;;;237.606;240.164
EGUG;0.9006949738352507;-0.029220044835011026;107.0;1.0753784576040466;646.082;15.057;6;;;;;;;;105.883;108.1
EGUH;0.8893733337863559;-0.061610962656276184;232.588;1.4206630172718817;419.555;5.482;8;;;;;;;;237.81;227.366
EGUI;0.918256568066141;-0.07112369084625515;13.39;3.603822685628243;502.108;24.339;21;;;;;;;;11.898;14.884
EGUJ;0.904904151952986;-0.025127541261048342;115.312;1.9582760013655318;397.621;15.083;11;;;;;;;;116.973;113.652
EGUK;0.9558643765937489;-0.024164660284619333;145.618;1.9782827105811427;714.48;23.091;12;L;;;;;;;143.97;147.268
EGUK;0.9558566933479966;-0.02415244979505105;145.618;1.978094040489002;561.493;6.355;12;R;;;;;;;144.196;147.042
EGUL;0.9147168797782017;0.009791923179570953;8.686;4.11220515720888;2731.0;41.0;24;;;;1060.699;0.05235987755982989;;;8.8392;8.5344
EGUM;0.9073793040130043;0.011482619554337449;91.073;4.739907586700885;645.469;14.463;27;;;;;;;;94.043;88.104
EGUM;0.9074298273517899;0.011531016785514483;91.073;6.1571358832713035;264.047;13.323;35;;;;;;;;94.095;88.051
EGUN;0.913888212758037;0.008488872788006108;8.2296;1.802723531781537;3421.608;42.833;10;;1099.849;0.05061454830783556;;;306.155;304.876;6.4008;10.0584
EGUO;0.8978163372656258;-0.03977771785399358;173.355;4.273136557014596;1101.76;38.633;25;;;;;;;;160.348;184.065
EGUO;0.8978534778298223;-0.03990301386164666;173.355;3.226239027916416;884.604;39.3192;19;;;;;;;;169.77360000000002;182.383
EGUP;0.9223361023836917;0.013365765728267698;63.358;0.9330278853749399;2736.53;45.422;6;;;;;;;;66.171;60.545
EGUQ;0.9468731826001437;-0.022594945284450794;69.144;2.696637541421733;501.738;24.483;16;;;;;;;;69.752;68.538
EGUS;0.8923061509899644;-0.0453190720869732;55.839;4.2726586858654;483.483;14.436;25;;;;;;;;58.853;52.827
EGUT;0.9360065451839347;-0.022088260681860452;41.187;4.0936826759891645;668.22;19.717;24;;;;;;;;44.081;38.294
EGUU;0.9134565231878621;0.0031944435223472817;2.059;3.252450731688717;669.876;21.309;19;;;;;;;;3.255;0.865
