@ident;@phi;@lambda;@alt;@theta;@length;@width;@number;@designator;Vasi.PRIMARY.@biasZ;Vasi.PRIMARY.@pitch;Vasi.SECONDARY.@biasZ;Vasi.SECONDARY.@pitch;OffsetThreshold.PRIMARY.@length;OffsetThreshold.SECONDARY.@length;RunwayDeformation.0;RunwayDeformation.
WAVS;-0.0753741095999237;2.4471762991803576;1260.753;1.4565636545872416;344.522;25.0;8;;;;;;;;1242.757;1278.75
WAVT;-0.06851441065449984;2.416505024006254;2099.142;2.1453758207780993;671.176;19.21;12;;;;;;;;2114.974;2083.312
WAVU;-0.07922891629380961;2.4515257379824185;1954.055;5.380177608537724;282.701;25.0;30;;;;;;;;1972.455;1935.656
WAVV;-0.0714975054266567;2.4251704378469516;1655.521;2.665609252512703;2173.496;29.612;15;;;;;;;;1656.5880000000002;1654.4544
WAVY;-0.08004011022043557;2.452184425625117;1892.013;2.3361488601344145;362.453;11.414;13;;;;;;;;1915.62;1868.406
WAVZ;-0.08064096578562449;2.452734108315893;1990.795;5.38845692691041;330.546;25.0;31;;;;;;;;2012.307;1969.284
WAWA;-0.02146901331057898;2.337832332572871;2039.0;2.4877146486410036;363.21;15.522;14;;;;;;;;2057.182;2020.819
WAWB;-0.09575488155802511;2.13924295881405;32.004000000000005;0.7085043147153818;1708.351;28.579;4;;;;;;;;32.004000000000005;32.004000000000005
WAWC;-0.0707194495203623;2.422455667607779;1909.0;1.7130554961310764;475.299;26.312;10;;;;;;;;1934.942;1883.059
WAWD;-0.09236666965968529;2.157861216823037;21.336000000000002;2.4649965704324197;1999.618;27.943;14;;;;;;;;23.4696;19.2024
WAWF;-0.06694834514729975;2.4246406976554318;1951.66;5.110418646684855;523.99;22.706;29;;;;;;;;1927.484;1975.837
WAWG;-0.08115593050454349;2.4216851818149054;55.624;3.0892940370867086;385.766;10.118;17;;;;;;;;56.967;54.282
WAWH;-0.10784127081036537;2.1020301147611544;6.553;2.8447357097704598;1811.158;28.218;16;;;;;;;;7.010400000000001;6.096
WAWI;-0.06447236214981239;2.4249122152509437;853.173;3.5892287660218423;480.695;25.228;20;;;;;;;;848.317;858.031
WAWJ;-0.06399179356077313;2.4270260811609914;951.58;4.772423070665539;611.928;18.147;27;;;;;;;;968.0;935.157
WAWK;-0.07817878688313311;2.4373506781704704;1789.041;3.284970055377726;534.739;20.852;18;;;;;;;;1809.317;1768.765
WAWL;-0.0651319450983754;2.4310126460593255;557.623;3.9706771062963604;492.605;12.073;22;;;;;;;;533.158;582.089
WAWM;-0.023220003366343115;2.337182921781353;1952.018;0.6726053005562261;787.276;17.462;4;;;;;;;;1948.455;1955.583
WAWN;-0.06669177272288554;2.4302370420037325;976.0;2.8634901452477646;446.486;25.908;16;;;;;;;;946.837;1005.164
WAWP;-0.07574061154048634;2.12099359803016;11.8872;3.190850208404203;1403.485;28.199;18;;;;;;;;11.5824;12.192
WAWR;-0.08314009799879817;2.1391545673531427;38.861;4.540325696076829;1251.61;28.081;26;;;;;;;;43.891200000000005;33.8328
WAWS;-0.044163934416566894;2.118063806141139;423.0624;5.317947021393241;1141.224;22.268;30;;;;;;;;423.0624;423.0624
WAWT;-0.07184951277488996;2.4373011262092894;1688.8968;1.6849512620376674;440.565;15.203;1;;;;;;;;1688.8968;1688.8968
WAWV;-0.07216945881049801;2.4326006884971916;1446.11;1.0874340227062247;237.851;8.937;6;;;;;;;;1461.568;1430.652
WAWW;-0.07123683097994825;2.136626426449736;49.038;1.391690289889388;2504.337;44.972;8;;;;;;;;49.038;49.038
WAWX;-0.06734752282608089;2.4277595453736724;1929.554;1.4263427549901844;591.089;8.809;8;;;;;;;;1960.814;1898.2944
WAWY;-0.06809598682546787;2.4218924324439164;1696.838;3.830998057193404;552.618;6.312;22;;;;;;;;1679.453;1714.224
WAWZ;-0.07364123046998089;2.4266013511797593;1647.646;4.5583915991642225;387.917;18.62;26;;;;;;;;1623.594;1671.699
WAXA;-0.07310036039771424;2.4319814879392885;1918.871;1.0881437259399631;474.627;13.844;6;;;;;;;;1942.661;1895.083
WAXB;-0.07942037716035179;2.4388283580684362;1934.655;0.6824560261209447;421.499;18.413;3;;;;;;;;1962.124;1907.187
WAXC;-0.07794803203698182;2.425012044780673;1712.839;4.123418199521242;461.515;13.165;23;;;;;;;;1735.104;1690.574
WAXD;-0.07585007292284943;2.429130287910601;1798.28;3.6431093489589346;405.424;6.082;21;;;;;;;;1822.905;1773.657
WAXE;-0.08291176574498615;2.432174117189737;57.595;3.488845979560463;530.885;10.425;20;;;;;;;;59.816;55.375
WAXG;-0.07434494087948693;2.4268209059250956;1763.739;2.4821599637636065;385.0;18.197;14;;;;;;;;1785.161;1742.319
WAXH;-0.06969766561038968;2.434596194581839;720.544;2.096165913452269;601.144;25.0;12;;;;;;;;735.451;705.638
WAXJ;-0.07935929740470622;2.4181929583916872;219.839;3.0683055801668506;392.542;16.049;17;;;;;;;;226.579;213.099
WAXK;-0.0672029514098154;2.423568944364986;1770.651;5.555128714625936;501.145;12.743;32;;;;;;;;1747.705;1793.599
WAXL;-0.0741357377424794;2.4289567429141363;2450.694;1.7102193360965856;456.124;12.575;9;;;;;;;;2480.307;2421.082
WAXM;0.008174113284628425;2.233061798981513;6.243;4.720809844959712;938.4792;20.885;27;;;;;;;;5.167;7.32
WAXN;-0.06775211915342765;2.4314327961316913;936.316;3.007220801676301;819.175;25.0;17;;;;;;;;921.762;950.871
WAXO;-0.02420081971842394;2.3365480153349507;1967.634;4.578086767108352;425.767;15.875;26;;;;;;;;1956.905;1978.364
WAXP;-0.07025854255030839;2.37734181757008;1705.796;1.0511950533153656;609.477;13.825;6;;;;;;;;1704.485;1707.109
WAXQ;-0.04170701616748856;2.382604140660293;72.704;4.194132657626746;589.843;17.835;24;;;;;;;;69.822;75.5904
WAXR;-0.07584944094223918;2.4217662001686926;2411.581;4.332112803235811;412.6992;13.734;25;;;;;;;;2384.771;2438.391
WAXS;-0.07978055344313967;2.4257788869322505;1053.345;3.328570823553497;512.227;21.92;19;;;;;;;;1076.855;1029.837
WAXT;-0.07754977892242677;2.421836888370283;1998.314;4.29945577306882;311.125;13.03;24;;;;;;;;1978.1;2018.529
WAXU;-0.0703911180383239;2.4244275719474144;1652.596;5.000344395953002;623.985;25.0;28;;;;;;;;1654.8;1650.393
WAXV;-0.07961363449029529;2.4245183664950862;1217.061;2.7091435236439727;319.681;21.0;15;;;;;;;;1228.25;1205.874
WAXW;-0.08321541487319116;2.4257258239676793;19.858;2.0028778904002467;925.938;25.0;11;;;;;;;;19.664;20.052
WAXY;-0.07064095518790114;2.4322453047340313;1667.876;4.085701634385645;391.834;25.0;23;;;;;;;;1642.389;1693.364
WAXZ;-0.07035826089826355;2.439732667706086;877.337;3.220557806668249;382.528;19.317;18;;;;;;;;852.34;902.336
WAYA;-0.07087066258470767;2.4390538581128465;1160.662;1.7691396445152743;427.558;24.614;10;;;;;;;;1188.423;1132.902
WAYB;-0.06526756930766811;2.391658402027574;2229.9168;1.706046951986768;600.343;16.184;9;;;;;;;;2230.933;2228.899
WAYC;-0.07530059504060437;2.4317595847227955;2501.661;2.7862420470874207;459.785;14.868;16;;;;;;;;2524.844;2478.48
WAYD;-0.07554228666231624;2.4277353038458203;1975.153;2.3304596103716886;430.143;21.383;13;;;;;;;;2003.162;1947.145
WAYF;-0.07565752364525628;2.4279432176643607;1700.612;4.408336218592309;362.385;17.411;25;;;;;;;;1722.073;1679.151
WAYG;-0.08036101007863129;2.402576506852369;49.6824;4.153036262394661;597.679;15.261;24;;;;;;;;49.677;49.688
WAYH;-0.07593647871628326;2.4303703977147237;2252.198;4.772727107021236;454.198;13.156;27;;;;;;;;2281.679;2222.719
WAYI;-0.07680323427155979;2.4295084541846492;1725.464;1.894901699962216;346.115;15.483;11;;;;;;;;1702.986;1747.943
WAYJ;-0.07943343224129117;2.431881034231179;765.114;4.365084865332787;292.579;11.954;25;;;;;;;;780.441;749.788
WAYK;-0.08221783933159425;2.381241738706973;1.371;5.486423305022403;596.648;17.539;31;;;;;;;;1.2192;1.524
WAYL;-0.06940061716855832;2.401972309982287;2421.312;4.533183808777668;453.402;20.0;19;;;;;;;;2421.312;2421.312
WAYM;-0.07638567649003072;2.42746597087464;1284.113;3.802428937200434;426.531;17.831;21;;;;;;;;1256.314;1311.913
WAYN;-0.07994442952637919;2.4321959478285944;845.847;2.932371309506973;282.877;11.52;16;;;;;;;;828.219;863.477
WAYO;-0.08185701936485149;2.4391890161389114;1578.879;2.717150047054572;379.547;17.746;15;;;;;;;;1603.652;1554.107
WAYP;-0.07752351661706776;2.4314109967017528;1734.693;2.925712354811839;364.814;25.0;16;;;;;;;;1710.867;1758.52
WAYQ;-0.07671548259349302;2.4265312481454004;2163.425;4.345426872901724;337.808;18.43;25;;;;;;;;2141.483;2185.369
WAYT;-0.07203305047711482;2.4352818389283453;1442.377;1.02139804183374;419.742;15.735;6;;;;;;;;1469.673;1415.082
WAYU;-0.07907649778496692;2.436957742275494;1688.662;2.8018890983644753;395.615;25.0;16;;;;;;;;1662.827;1714.5
WAYY;-0.07905792457703255;2.3891359801585783;30.937;5.269303822475533;2387.142;43.396;30;;;;;;;;30.1752;31.6992
WAZD;-0.06509459972564788;2.439242859326458;92.782;5.887565242444725;508.295;22.731;33;;;;;;;;93.561;92.0
WAZE;-0.06973302726620173;2.4377369821701538;741.377;1.3267888253905775;423.172;22.188;7;;;;;;;;715.894;766.862
WAZF;-0.08085291920862103;2.4521437135902495;2135.185;5.662235207497698;333.329;20.5;32;;;;;;;;2156.91;2113.461
WAZG;-0.07980683330351562;2.460013666700624;164.171;3.82921851948807;394.934;14.613;22;;;;;;;;151.462;176.88
WAZH;-0.07631522235533321;2.4556236094904533;325.667;3.557785612349613;472.53;28.425;20;;;;;;;;319.283;332.052
WAZJ;-0.08038277829965079;2.454540246482131;1476.357;5.956237490792469;428.738;11.309;34;;;;;;;;1503.666;1449.049
WAZK;-0.08002810258884095;2.4527795797109118;1601.0;0.3800018288437579;353.164;16.092;2;;;;;;;;1624.06;1577.9496000000001
WAZL;-0.0772444971776453;2.443839230898069;1877.726;4.44894880855574;449.493;15.74;25;;;;;;;;1848.539;1906.915
WAZO;-0.08141280721591816;2.4552769018067817;1553.235;3.390430353699007;536.909;21.935;19;;;;;;;;1518.162;1588.309
WAZP;-0.07036049038541636;2.444886375955864;398.495;2.3220101223969336;519.027;29.048;13;;;;;;;;401.955;395.037
WAZQ;-0.07786121662648579;2.4566633502322097;348.849;5.824487297948398;316.588;21.84;33;;;;;;;;349.309;348.39
WAZS;-0.07776458796151405;2.4439006656551685;1870.943;3.043804648127354;396.906;32.928;17;;;;;;;;1852.817;1889.069
WAZT;-0.07479097875018317;2.4439233467370696;1036.189;4.567114056633989;395.306;14.989;26;;;;;;;;1010.524;1061.855
WAZU;-0.07389925410912972;2.443467735530463;1042.196;5.1208529230849775;415.525;20.045;29;;;;;;;;1017.237;1067.157
WAZY;-0.068360494117544;2.452959116819829;233.865;2.4001254746625933;466.181;32.449;13;;;;;;;;231.923;235.809
WAZZ;-0.07298746993537335;2.464376626766852;62.97;2.807714309275932;614.266;29.349;16;;;;;;;;60.426;65.516
WBAK;0.08090013635254746;1.9962869239994827;5.429;0.9592635699711635;809.56;32.092;5;;;;;;;;6.045;4.814
WBGB;0.054525238966490704;1.9725665382816346;16.611;2.9264197367576723;2747.709;42.827;17;;1069.055;0.05235987755982989;1069.055;0.05235987755982989;;;10.3632;22.86
WBGC;0.046285686430340506;1.985604391897713;60.96;4.057974112157987;419.871;16.147;23;;;;;;33.949;67.505;59.581;62.339
WBGF;0.059720915410126675;2.009814305114918;468.325;0.7225122051188406;795.0;16.948;4;;;;;;;;467.86800000000005;468.7824
WBGG;0.025957591226437336;1.9260177879717226;19.812;1.190205466781883;3777.526;45.341;7;;;;1583.963;0.05235987755982989;;;26.822400000000002;12.8016
WBGI;0.06939879729846772;2.0083055489358337;191.871;0.6281297733593554;549.149;19.653;4;;;;;;;;190.8048;192.9384
WBGJ;0.0839168665371828;2.00730988298997;4.114;3.7815050574628994;1494.815;28.254;22;;;;;;;;3.6576000000000004;4.572
WBGK;0.050739364972499854;1.9561275600769699;0.3048;1.3946800388980543;1498.644;27.79;8;;;;;;;;0.476;0.134
WBGL;0.05778816656052207;2.003387678684893;227.07600000000002;0.5547460086958522;677.634;16.549;3;;;;;;;;229.196;224.956
WBGM;0.07292952082441742;1.9954565014776229;23.7744;1.802550988531685;1044.92;21.9;10;;;;;;;214.397;23.1648;24.384
WBGN;0.031658612239703045;1.915720249095038;10.186;1.9556758098459106;1464.586;18.135;11;;;;;;;;10.91;9.463
WBGP;0.035094000320263066;1.9710258163672398;19.812;2.88590279083725;498.368;14.472;17;;;;;;;;20.608;19.016
WBGQ;0.06935320106777311;2.0178990458082477;925.9824000000001;0.8683309734644629;543.127;16.455;5;;;;;;;;932.0784000000001;919.8864000000001
WBGR;0.07544324710834986;1.9894510003986832;17.9832;0.4335823373225551;2742.088;57.927;2;;1066.244;0.05235987755982989;1066.244;0.05235987755982989;;;17.9832;17.9832
WBGS;0.039478342397137475;1.9545138014898285;30.7848;2.2730250134787595;2746.365;39.693;13;;1068.383;0.05235987755982989;1068.383;0.05235987755982989;;;24.6888;36.8808
WBGT;0.03800889385156447;1.9408426096755285;7.839;0.8451069243057254;1498.194;28.935;5;;;;;;;;7.662;8.017
WBGU;0.07946483231494456;2.0157631698080585;393.311;1.538030213549656;643.153;34.489;9;;;;;;;;387.066;399.556
WBKB;0.11102223988192389;2.032803278606511;14.020800000000001;0.05110018617220298;1386.143;74.0;36;;;;;;;;16.533;11.509
WBKG;0.09347461359285443;2.027457947593923;315.7728;6.0738330634028666;870.196;18.507;35;;;;;;;;309.046;322.5
WBKK;0.10356604486718735;2.0254510190449126;3.809;3.5394086915895144;3779.576;42.445;20;;1315.122;0.05235987755982989;1584.988;0.05235987755982989;269.866;;3.282;4.2672
WBKL;0.09254529195716381;2.0114737301528223;29.718;2.5437035893145055;2745.288;38.958;14;;1067.844;0.05235987755982989;1067.844;0.05235987755982989;;;30.48;28.956000000000003
WBKR;0.10397827762690788;2.0364500017833596;548.64;3.831549581237034;691.679;15.227;22;;;;;;;;546.263;551.017
WBKS;0.1029971686912112;2.060529399301204;8.8392;1.4072724149182683;2131.743;40.048;8;;761.072;0.05235987755982989;761.072;0.05235987755982989;;;11.5824;6.096
WBKT;0.1208469460803725;2.0391908002609984;5.7912;0.7074789861397126;730.394;13.899;4;;;;;;;;6.4008;5.1816
WBKU;0.09769373955352872;2.0172995380782495;1.8288000000000002;0.524710340892309;565.794;23.908;3;;;;;;;;3.463;0.195
WBMU;0.07075730398858142;2.003843804838664;25.6032;3.7459272187926964;1493.558;24.703;21;;;;;;;50.0;26.822400000000002;24.3
WBSB;0.08629300830159634;2.0058781816319566;14.020800000000001;3.681175678076632;3652.147;43.474;21;;1521.273;0.05235987755982989;1521.273;0.05585053606381855;;;21.945600000000002;6.096
WEON;0.6203246290450101;-1.58120746613683;65.079;3.1329991759517486;528.56;4.594;18;;;;;;;;65.038;65.121
WIBB;0.008043439590115966;1.7705397127524825;37.642;3.1700003306269537;2234.579;31.866;18;;812.489;0.047647488579445195;812.489;0.05235987755982989;;;40.8432;34.4424
WIBD;0.02808367347772557;1.7703493851598122;12.954;3.6602195097479355;1796.625;25.0;21;;593.513;0.05235987755982989;593.513;0.05235987755982989;;;13.1064;12.8016
WIBG;0.014758216018935276;1.7517902368434568;79.248;3.161545606664443;1299.415;29.629;18;;;;;;;;79.248;79.248
WIBL;0.008706352140227403;1.778898733030658;26.974;6.269639806854858;1600.09;22.169;36;;;;;;120.984;;24.9936;28.956000000000003
WIBS;0.02390804884905636;1.7826798262083658;3.077;3.1430339464860904;797.551;29.379;18;;;;;;;;2.035;4.12
WICA;-0.11605241932908854;1.8878737009840598;38.376;2.446258366517158;2547.688;59.569;14;;;;;;;;37.634;39.119
WICC;-0.12043850520431343;1.877558536870356;739.292;1.90226524407638;2219.46;40.511;11;;804.93;0.04782202150464463;;;;;745.236;733.3488
WICD;-0.11793083540122914;1.8943609351348298;23.622;3.8465122889143815;1279.876;28.956000000000003;22;;;;;;;;19.812;27.432000000000002
WICK;-0.12186954337279719;1.877492444182092;661.959;2.1241853594506157;998.697;31.66;13;;;;;;;;661.823;662.096
WICM;-0.12822051548199204;1.889250100137562;338.32800000000003;2.5795713271734653;1192.953;28.844;15;;;;;;;;337.018;339.638
WICN;-0.13473895074955675;1.8934898786004006;4.0;1.2639653498991912;1400.178;30.0;7;;;;;;;;4.0;4.0
WIDD;0.01956439930147485;1.8172158266609326;30.022;0.7229613481485488;4022.591;41.579;4;;1706.496;0.05235987755982989;1706.496;0.05235987755982989;;;39.0144;21.031200000000002
WIDL;0.051755150918347474;1.845820337986026;2.347;4.4037728807300445;503.604;15.0;19;;;;;;;;2.347;2.347
WIDM;0.05843556632732096;1.85455270276026;3.048;0.004078368459000466;1190.356;29.635;36;;;;;;;;4.255;1.841
WIDN;0.01612844360870007;1.8244534324562653;17.6784;0.7483471970253914;2256.765;43.498;4;;823.582;0.05235987755982989;823.582;0.05235987755982989;;;11.5824;26.449
WIDO;0.06822163978513228;1.8917246007113953;2.1336;0.037785627814098874;2559.174;32.673;36;;;;;;;;2.921;1.346
WIDT;0.01837660344786699;1.8045236976475763;4.8768;1.6272406238702437;1297.238;28.447;9;;;;;;;;4.8768;4.8768
WIEB;-0.03665582336503331;1.7401674190226324;5.086;2.9574237655900997;853.477;22.876;17;;;;;;;;5.499;4.675
WIEE;-0.01371675878663267;1.7502223865761999;5.1816;2.7070374348355917;2999.121;45.33;15;;1204.756;0.05235987755982989;;;;;5.486400000000001;4.8768
WIET;-0.015274040933684877;1.7514728187302895;0.168;5.939666113143558;2145.84;45.073;34;;;;768.12;0.0471238898038469;;;2.1336;-1.796
WIGG;-0.06743844025887119;1.786155407475514;22.098;2.3269439936593965;2243.597;41.882;13;;817.0;0.05235987755982989;817.0;0.05235987755982989;;;22.555200000000003;21.640800000000002
WIGM;-0.044346998133334065;1.764309000311633;4.724;5.527825481939437;1398.494;28.711;32;;;;;;;;5.1816;4.2672
WIHC;-0.11094055638804994;1.865778293459743;62.026;1.6240800071278072;756.149;25.0;9;;;;;;;;60.0456;64.00800000000001
WIHG;-0.09851372269197492;1.8598631812125272;3.147;4.433426373787278;948.243;21.0;25;;;;;;;;2.616;3.678
WIHH;-0.10937266515908689;1.8656017758137409;24.841;4.280880233839844;2997.831;41.673;24;;;;1194.115;0.05235987755982989;195.137;;25.712;24.0792
WIHI;-0.11330040709673274;1.8442785081550057;3.3528000000000002;4.365558547691778;596.304;10.0;25;;;;;;;;5.7912;0.9144000000000001
WIHJ;-0.11412134990943892;1.863234368645539;169.569;0.26153931628730975;1439.5704;33.446;1;;;;;;;;177.815;161.324
WIHK;-0.11399780940348098;1.8790099934741118;112.99;1.6859145790650132;1296.0096;99.501;9;;;;;;;;114.318;111.662
WIHP;-0.11060347665589751;1.8633933156701306;65.532;0.06484727726152408;2005.796;42.346;36;;;;;;;;67.3608;63.7032
WIII;-0.10661861069309242;1.861517823483591;8.077;4.334106143774513;2993.381;57.216;24;;819.759;0.05235987755982989;811.114;0.05235987755982989;;101.449;5.7912;8.8392
WIII;-0.10709958304752157;1.861550319770525;8.077;4.332828562762054;3664.786;60.252;25;L;1407.5664000000002;0.05235987755982989;1410.279;0.05235987755982989;;;8.2296;10.3632
WIII;-0.1067252223110371;1.8614619439140776;8.077;4.333508019439855;3601.0;57.736;25;R;1372.615;0.05235987755982989;1368.425;0.05235987755982989;;;6.4008;8.8392
WIKK;-0.03771791944559823;1.8524691953261934;29.5656;2.875611805968716;2246.197;44.064;16;;818.299;0.05235987755982989;818.299;0.05235987755982989;;;26.2128;32.9184
WIKT;-0.04791368603734448;1.8806726252284456;49.9872;3.0757286400085078;2222.416;42.467;18;;806.408;0.05235987755982989;806.408;0.05235987755982989;;;53.644800000000004;46.3296
WILB;-0.10334182633901423;1.8248805499198026;0.436;2.653403815987656;1531.281;25.0;15;;;;;;;;0.176;0.696
WILL;-0.0915341054257574;1.8357513654300457;81.534;2.440393187565831;2500.154;42.739;14;;945.277;0.05235987755982989;945.277;0.05235987755982989;;;83.2104;79.8576
WILM;-0.08048599594765157;1.836647389099695;28.0;1.243228848710151;1736.532;80.12;7;;;;;;;;28.489;27.516
WILP;-0.09095326843156516;1.8140361449572837;35.509;5.206994346448859;1098.305;21.95;30;;;;;;;;35.9664;35.052
WILW;-0.08815606958557697;1.8440268862453717;32.144;2.095518570832704;867.825;25.0;12;;;;;;;;33.941;30.348
WIMA;0.0912235337692013;1.6921016577745547;27.432000000000002;1.0790723247928449;1852.0;33.755;6;;619.651;0.05235987755982989;619.651;0.05235987755982989;;;27.432000000000002;27.432000000000002
WIMB;0.020356821063307648;1.7052477283173502;6.096;4.752319321143517;1599.771;29.704;27;;;;;;;;3.6576000000000004;8.5344
WIME;0.024436782552937415;1.7353882021966873;286.8168;1.9686804326354455;1399.427;25.0;11;;;;;;;;290.1696;283.464
WIMG;0.06887296602405593;1.6992355251230498;1058.446;5.466252185791254;806.519;22.504;31;;;;;;;;1078.655;1038.239
WIMH;0.06427039753146108;1.7216206216359808;9.906;1.5995258425461247;443.306;10.0;9;;;;;;;;9.906;9.906
WIMK;0.06209927495834837;1.7221482630276956;27.432000000000002;3.9517765867606633;2900.105;44.69;23;;1145.253;0.04799655442984406;870.425;0.05235987755982989;;274.828;22.8;32.064
WIML;0.04209450220498022;1.6812561214887205;4.572;1.1789306398139996;1409.023;29.461;7;;;;;;;;3.6576000000000004;5.486400000000001
WIMM;0.0634923123668051;1.7256166116278608;6.553;3.9275767240171358;3748.668;59.534;23;;1447.513;0.05235987755982989;1444.928;0.05235987755982989;;;6.096;7.010400000000001
WIMN;0.0394375854994491;1.7276668191453282;1425.2448000000002;4.758481380600608;2248.979;28.938;27;;;;;;;74.539;1411.5288;1438.9608
WIMO;-0.00032301231190218725;1.715679871261787;4.538;1.1283232473560973;1393.091;26.369;6;;;;;;;;3.83;5.248
WIMP;0.045404582574542524;1.7272297850477705;1269.1872;2.4462026905140193;742.865;18.121;14;;;;;;;;1264.01;1274.364
WIMS;0.027182773414478948;1.7258977727793512;11.43;5.310756613940874;2191.442;29.099;30;;;;;;;;12.8016;10.0584
WIMT;0.05531056264980289;1.698002624579222;-0.985;2.44014744520715;1272.019;22.335;14;;;;;;;;-0.352;-1.62
WIMU;0.05919744235965867;1.7080409967900987;90.22080000000001;2.539998604378372;1510.685;25.0;15;;;;;;;;92.296;88.145
WIOI;0.018900848919080854;1.9145162011968484;86.0;0.2671821053853476;921.227;28.539;1;;;;;;;;86.443;85.557
WIOK;-0.03170423772875922;1.919222857286062;4.419;2.995365129133354;1648.318;21.061;17;;;;;;;;4.572;4.2672
WIOO;-0.0026310113521834494;1.909457157400701;3.505;2.7528800784355494;2244.13;44.308;15;;789.24;0.05235987755982989;817.265;0.048869219055841226;;;3.3528000000000002;3.6576000000000004
WIOP;0.014575052823738712;1.9711527820520607;33.2232;1.8600792397922756;1398.931;25.0;10;;;;;;;;32.9184;33.528
WIOS;0.0011151414901191363;1.9455795462184253;29.8704;4.568294946405888;1299.59;26.023;26;;;;;;;;28.731;31.0
WIPB;-0.05731521684883963;1.796220143420737;97.688;0.3099536327269112;1349.26;29.335;2;;;;;;;;99.06;96.3168
WIPD;-0.08355124819914005;1.8139717375506472;653.535;2.6554427096198356;1031.25;25.0;15;;;;;;;;649.565;657.506
WIPP;-0.0505695084801523;1.8273214540923066;13.411200000000001;5.110298742565242;2993.628;43.815;29;;1177.574;0.05235987755982989;1192.014;0.05235987755982989;;;11.8872;14.9352
WIPQ;-0.05735225208293436;1.8130398782397286;56.083200000000005;0.5573557820730669;1294.741;18.565;3;;;;;;;;56.083200000000005;56.083200000000005
WIRR;-0.10978112944183521;1.8600462917426732;40.767;0.7588475864975798;1597.95;43.277;4;;;;;;;;41.4528;38.1
WIRR;-0.1098168129396247;1.8599620354635371;40.767;5.231512731780875;1821.394;43.391;30;;605.897;0.05235987755982989;;;;;42.672000000000004;40.8432
WITC;0.07052896003142477;1.6799377943312939;1.8288000000000002;2.416234863658501;1802.738;27.629;14;;;;;;;;1.8288000000000002;1.8288000000000002
WITK;0.08239946938864375;1.6903854481084855;1406.652;4.706792058539395;1396.962;29.675;27;;;;;;;;1411.5288;1401.7752
WITL;0.08847818073994235;1.697492116884051;8.5344;2.7015965454254243;1112.125;19.254;16;;;;;;196.596;61.041;10.7;6.369
WITN;0.10253338269837729;1.6639856050433413;120.853;1.7084721742488767;1852.0;28.642;10;;;;;;;;131.9784;109.72800000000001
WITT;0.09644231261514506;1.6653902560707898;20.4216;2.939581788245737;2991.932;36.096;17;;1191.166;0.05235987755982989;1191.166;0.05235987755982989;;;19.812;21.031200000000002
WMAN;0.0755701406225455;1.7871266680467013;74.591;0.4938539669146005;802.556;29.962;3;;;;;;;;71.9;77.283
WMAP;0.03563003691119582;1.8030460879696784;43.281600000000005;3.9697618556366145;1240.955;93.21;23;;;;;;;;47.8;38.763
WMAU;0.041694669138899534;1.8129548807487654;5.367;5.720901308710833;486.845;30.044;33;;;;;;;;5.692;5.042
WMAV;0.035818466611477744;1.7917203478490462;12.651;0.6956582899949755;356.959;21.711;4;;;;;;;;12.697;12.606
WMAZ;0.043600055568749525;1.7948908385260425;15.24;1.6519628636588928;488.061;29.601;9;;;;;;;;14.346;16.134
WMBA;0.07369068880440476;1.757537554337538;7.542;0.6658791506848905;497.0;25.0;4;;;;;;;;7.285;7.799
WMBI;0.08490497407297071;1.7578210483557255;12.192;3.068387610641694;1321.91;41.368;18;;;;;;;;11.039;13.345
WMBN;0.055366112575108824;1.9730014501726987;8.0;2.1211240519426178;1368.97;29.181;12;;;;;;;;8.0;8.0
WMBT;0.04918840263155009;1.8179360660941766;7.010400000000001;0.455719988835096;901.131;25.0;2;;;;;;;;7.9248;6.096
WMKA;0.1080327492319245;1.7522832753462037;3.9624;3.8793380924200402;2741.307;43.522;22;;;;1065.854;0.05235987755982989;;;4.2672;3.6576000000000004
WMKB;0.09539804658013026;1.752156465705978;2.4384;3.203894973766534;2434.423;39.284;18;;912.412;0.04799655442984406;912.412;0.04799655442984406;;;1.201;3.676
WMKC;0.10762443124098409;1.7853944247984839;4.419;1.7394089206386396;2395.857;42.754;10;;893.129;0.05235987755982989;893.129;0.05235987755982989;;;4.8768;3.9624
WMKD;0.06588954940992166;1.801335651953629;16.306;3.19726254807603;2739.737;43.129;18;;1065.069;0.05235987755982989;1065.069;0.05235987755982989;;;16.764;15.8496
WMKE;0.07919009044798586;1.80513711675323;5.486400000000001;2.83802352253314;1354.045;25.0;16;;372.223;0.05235987755982989;372.223;0.05235987755982989;;;5.486400000000001;5.486400000000001
WMKF;0.05433985798748596;1.7750631100691847;31.114;0.606403042165904;1507.949;34.912;4;;;;;;;349.316;28.246;33.982
WMKI;0.07972499181448911;1.7643874517318305;38.862;3.8608222434514827;2001.637;46.284;22;;;;573.801;0.05235987755982989;80.613;122.218;38.032;39.726
WMKJ;0.02861212044966309;1.8093804998462157;39.0144;2.792387525916618;3796.293;43.547;16;;1593.347;0.05235987755982989;1593.347;0.05235987755982989;;;41.148;36.8808
WMKK;0.04753139043319807;1.7747812077058673;14.274;2.5514514549299583;3956.907;59.072;15;;1559.59;0.05235987755982989;1506.794;0.05235987755982989;;;8.5344;8.5344
WMKK;0.04761721105940019;1.775140094670188;14.274;2.551605043904134;4004.055;59.573;14;R;1807.837;0.05235987755982989;1554.916;0.05235987755982989;;;16.4592;14.630400000000002
